onset	offset	word	voice	file	interval_no	tag1	tagger	autobi
1.45575	1.68075	was	slt	arctic_b0406_slt	8	[0.029963]	0	0
1.68075	2.0120001	you	slt	arctic_b0406_slt	9	[0.252511]	1	0
2.0120001	2.1494999	in	slt	arctic_b0406_slt	10	[0.079427]	0	0
2.1494999	2.2119999	the	slt	arctic_b0406_slt	11	[0.035553]	0	0
2.2119999	2.6307499	dark	slt	arctic_b0406_slt	12	[0.290902]	1	3
2.6307499	0.0	.	slt	arctic_b0406_slt	13		0	0
0.0	0.20575	.	slt	arctic_b0407_slt	0		0	0
0.20575	0.3495	Of	slt	arctic_b0407_slt	1		0	0
0.3495	0.74325001	course	slt	arctic_b0407_slt	2	[0.41084]	1	1
0.74325001	1.0057499	much	slt	arctic_b0407_slt	3	[0.330166]	1	0
1.0057499	1.5245	grumbling	slt	arctic_b0407_slt	4	[0.186139, 0.017773, 0.057851]	0	1
1.5245	1.687	went	slt	arctic_b0407_slt	5	[0.099272]	0	0
1.687	2.0432501	on	slt	arctic_b0407_slt	6	[0.55752]	1	3
2.0432501	2.2932501	and	slt	arctic_b0407_slt	7	[0.287443]	0	0
2.2932501	2.5369999	little	slt	arctic_b0407_slt	8	[0.254788, 0.122206]	1	5
2.5369999	3.1745	outbursts	slt	arctic_b0407_slt	9	[0.901216, 0.343789]	1	3
3.1745	3.2869999	were	slt	arctic_b0407_slt	10	[0.1035]	0	0
3.2869999	4.0307498	continually	slt	arctic_b0407_slt	11	[0.05783, 0.079384, 0.094306, 0.026292, 0.141956]	1	2
4.0307498	4.5682502	occurring	slt	arctic_b0407_slt	12	[0.065231, 0.439575, 0.103108]	1	1
4.5682502	0.0	.	slt	arctic_b0407_slt	13		0	0
0.0	0.18700001	.	slt	arctic_b0408_slt	0		0	0
0.18700001	0.37450001	You	slt	arctic_b0408_slt	1		0	0
0.37450001	0.537	have	slt	arctic_b0408_slt	2	[0.199877]	0	0
0.537	0.83074999	all	slt	arctic_b0408_slt	3	[0.9]	1	3
0.83074999	0.99325001	the	slt	arctic_b0408_slt	4	[0.597193, 0.059034]	0	0
0.99325001	1.687	advantage	slt	arctic_b0408_slt	5	[0.059034, 0.366206, 0.133143]	1	1
1.687	0.0	.	slt	arctic_b0408_slt	6		0	0
0.0	0.1745	.	slt	arctic_b0409_slt	0		0	0
0.1745	0.27450001	The	slt	arctic_b0409_slt	1		0	0
0.27450001	0.64324999	dirk	slt	arctic_b0409_slt	2	[1.206518]	1	1
0.64324999	1.1307499	mentioned	slt	arctic_b0409_slt	3	[0.259174, 0.063862]	0	1
1.1307499	1.262	by	slt	arctic_b0409_slt	4	[0.270313]	0	0
1.262	1.61825	Wolf	slt	arctic_b0409_slt	5	[0.367177]	1	3
1.61825	2.1245	Larsen	slt	arctic_b0409_slt	6	[0.442892, 0.051222]	1	1
2.1245	2.5432501	rested	slt	arctic_b0409_slt	7	[0.375528, 0.079183]	1	3
2.5432501	2.6932499	in	slt	arctic_b0409_slt	8	[0.203131]	1	0
2.6932499	2.8494999	its	slt	arctic_b0409_slt	9	[0.134524]	0	0
2.8494999	3.312	sheath	slt	arctic_b0409_slt	10	[0.408495]	1	1
3.312	3.4495001	on	slt	arctic_b0409_slt	11	[0.140531]	0	0
3.4495001	3.5869999	my	slt	arctic_b0409_slt	12	[0.229879]	1	0
3.5869999	4.0244999	hip	slt	arctic_b0409_slt	13	[0.213291]	1	3
4.0244999	0.0	.	slt	arctic_b0409_slt	14		0	0
0.0	0.162	.	slt	arctic_b0410_slt	0		0	0
0.162	0.3495	Have	slt	arctic_b0410_slt	1		0	0
0.3495	0.52450001	you	slt	arctic_b0410_slt	2	[0.447682]	0	0
0.52450001	0.94325	ever	slt	arctic_b0410_slt	3	[0.531613, 1.08229]	1	1
0.94325	1.1995	earned	slt	arctic_b0410_slt	4	[0.360224]	0	1
1.1995	1.24325	a	slt	arctic_b0410_slt	5	[0.062131]	0	0
1.24325	1.6619999	dollar	slt	arctic_b0410_slt	6	[0.843471, 0.191836]	1	1
1.6619999	1.85575	by	slt	arctic_b0410_slt	7	[0.158466]	0	0
1.85575	2.0244999	your	slt	arctic_b0410_slt	8	[0.028988]	0	0
2.0244999	2.2932501	own	slt	arctic_b0410_slt	9	[0.196854]	1	0
2.2932501	2.78075	labour	slt	arctic_b0410_slt	10	[0.14329, 0.266405]	1	1
2.78075	0.0	.	slt	arctic_b0410_slt	11		0	0
0.0	0.1495	.	slt	arctic_b0411_slt	0		0	0
0.1495	0.32449999	He	slt	arctic_b0411_slt	1		0	0
0.32449999	0.5995	gave	slt	arctic_b0411_slt	2	[0.909195]	1	0
0.5995	0.86825001	no	slt	arctic_b0411_slt	3	[0.558829]	0	1
0.86825001	1.33075	reason	slt	arctic_b0411_slt	4	[0.445636, 0.296072]	0	6
1.33075	1.437	.	slt	arctic_b0411_slt	5		0	0
1.437	1.562	but	slt	arctic_b0411_slt	6	[0.370425]	1	0
1.562	1.737	his	slt	arctic_b0411_slt	7	[0.109504]	0	0
1.737	2.1245	motive	slt	arctic_b0411_slt	8	[0.368037, 0.212679]	1	1
2.1245	2.33075	was	slt	arctic_b0411_slt	9	[0.109602]	0	0
2.33075	2.8745	obvious	slt	arctic_b0411_slt	10	[0.800766, 0.241091, 0.106548]	1	3
2.8745	3.34325	enough	slt	arctic_b0411_slt	11	[0.102347, 0.303433]	1	3
3.34325	0.0	.	slt	arctic_b0411_slt	12		0	0
0.0	0.055750001	.	slt	arctic_b0412_slt	0		0	0
0.055750001	0.35574999	Ah	slt	arctic_b0412_slt	1		0	1
0.35574999	0.54949999	it	slt	arctic_b0412_slt	2	[0.157287]	0	0
0.54949999	0.69950002	was	slt	arctic_b0412_slt	3	[0.380911]	1	0
0.69950002	1.1932499	sweet	slt	arctic_b0412_slt	4	[0.663658]	1	1
1.1932499	1.2995	in	slt	arctic_b0412_slt	5	[0.143158]	0	0
1.2995	1.4744999	my	slt	arctic_b0412_slt	6	[0.315167]	1	0
1.4744999	2.1182499	ears	slt	arctic_b0412_slt	7	[0.250918]	0	3
2.1182499	0.0	.	slt	arctic_b0412_slt	8		0	0
0.0	0.14325	.	slt	arctic_b0413_slt	0		0	0
0.14325	0.28075001	He	slt	arctic_b0413_slt	1		0	0
0.28075001	0.48699999	may	slt	arctic_b0413_slt	2	[0.714789]	1	0
0.48699999	0.95574999	desire	slt	arctic_b0413_slt	3	[0.198083, 0.922859, 0.614032]	1	5
0.95574999	1.1307499	to	slt	arctic_b0413_slt	4	[0.136644]	0	0
1.1307499	1.512	escape	slt	arctic_b0413_slt	5	[0.1077, 0.39647]	1	1
1.512	1.5682499	.	slt	arctic_b0413_slt	6		0	0
1.5682499	2.0120001	pain	slt	arctic_b0413_slt	7	[0.807439]	1	1
2.0120001	2.1745	.	slt	arctic_b0413_slt	8		0	0
2.1745	2.28075	or	slt	arctic_b0413_slt	9	[0.098366]	0	0
2.28075	2.4744999	to	slt	arctic_b0413_slt	10	[0.125329]	1	0
2.4744999	2.76825	enjoy	slt	arctic_b0413_slt	11	[0.064607, 0.587192]	1	3
2.76825	3.3557501	pleasure	slt	arctic_b0413_slt	12	[0.247074, 0.545548]	1	3
3.3557501	0.0	.	slt	arctic_b0413_slt	13		0	0
0.0	0.19949999	.	slt	arctic_b0414_slt	0		0	0
0.19949999	0.28075001	It	slt	arctic_b0414_slt	1		0	0
0.28075001	0.50575	was	slt	arctic_b0414_slt	2	[0.042967, 0.031728]	0	0
0.50575	1.112	impossible	slt	arctic_b0414_slt	3	[0.031728, 0.540572, 0.02577, 0.044233]	1	1
1.112	1.26825	to	slt	arctic_b0414_slt	4	[0.089482]	0	0
1.26825	1.6932499	hoist	slt	arctic_b0414_slt	5	[0.750275]	1	1
1.6932499	2.1807499	sail	slt	arctic_b0414_slt	6	[0.403084]	1	1
2.1807499	2.2995	and	slt	arctic_b0414_slt	7	[0.087616]	0	0
2.2995	2.7620001	claw	slt	arctic_b0414_slt	8	[0.918842]	1	1
2.7620001	2.987	off	slt	arctic_b0414_slt	9	[0.281674]	0	0
2.987	3.187	that	slt	arctic_b0414_slt	10	[0.140539]	0	0
3.187	3.6745	shore	slt	arctic_b0414_slt	11	[0.248743]	1	1
3.6745	0.0	.	slt	arctic_b0414_slt	12		0	0
0.0	0.15575001	.	slt	arctic_b0415_slt	0		0	0
0.15575001	0.29324999	There	slt	arctic_b0415_slt	1		0	0
0.29324999	0.48699999	was	slt	arctic_b0415_slt	2	[0.12667]	0	0
0.48699999	0.86825001	nothing	slt	arctic_b0415_slt	3	[0.214158, 0.074114]	1	1
0.86825001	1.20575	for	slt	arctic_b0415_slt	4	[0.411463]	1	1
1.20575	1.3995	us	slt	arctic_b0415_slt	5	[0.457005]	1	0
1.3995	1.587	but	slt	arctic_b0415_slt	6	[0.065667]	0	0
1.587	1.6495	the	slt	arctic_b0415_slt	7	[0.03318]	0	0
1.6495	2.1182499	wide	slt	arctic_b0415_slt	8	[0.03318, 0.939936]	1	3
2.1182499	2.45575	raw	slt	arctic_b0415_slt	9	[0.826394]	1	3
2.45575	3.0495	ocean	slt	arctic_b0415_slt	10	[0.3031, 0.062925]	0	1
3.0495	0.0	.	slt	arctic_b0415_slt	11		0	0
0.0	0.19325	.	slt	arctic_b0416_slt	0		0	0
0.19325	0.29324999	I	slt	arctic_b0416_slt	1		0	0
0.29324999	0.81199998	arose	slt	arctic_b0416_slt	2	[0.904809, 0.939431]	1	1
0.81199998	1.58075	obediently	slt	arctic_b0416_slt	3	[0.601007, 0.888004, 0.141211, 0.106818, 0.428037]	1	3
1.58075	1.762	and	slt	arctic_b0416_slt	4	[0.102624]	0	0
1.762	1.96825	went	slt	arctic_b0416_slt	5	[0.064948]	0	0
1.96825	2.20575	down	slt	arctic_b0416_slt	6	[0.406245]	1	1
2.20575	2.2495	the	slt	arctic_b0416_slt	7	[0.027485]	0	0
2.2495	2.7620001	beach	slt	arctic_b0416_slt	8	[0.027485, 0.382634]	1	1
2.7620001	0.0	.	slt	arctic_b0416_slt	9		0	0
0.0	0.1745	.	slt	arctic_b0417_slt	0		0	0
0.1745	0.25575	The	slt	arctic_b0417_slt	1		0	0
0.25575	0.59324998	next	slt	arctic_b0417_slt	2	[0.4781]	1	1
0.59324998	0.79949999	thing	slt	arctic_b0417_slt	3	[0.194388]	0	0
0.79949999	0.912	to	slt	arctic_b0417_slt	4	[0.027407]	0	0
0.912	1.237	watch	slt	arctic_b0417_slt	5	[0.027407, 0.734181]	1	1
1.237	1.41825	out	slt	arctic_b0417_slt	6	[0.900828]	1	0
1.41825	1.762	for	slt	arctic_b0417_slt	7	[0.323185]	0	1
1.762	1.9245	is	slt	arctic_b0417_slt	8	[0.144125]	0	0
1.9245	2.1682501	bed	slt	arctic_b0417_slt	9	[0.301973]	1	0
2.1682501	2.76825	sores	slt	arctic_b0417_slt	10	[0.214918]	1	3
2.76825	0.0	.	slt	arctic_b0417_slt	11		0	0
0.0	0.0	.	slt	arctic_b0418_slt	0		0	0
0.0	0.18075	.	slt	arctic_b0418_slt	1		0	0
0.18075	0.33074999	At	slt	arctic_b0418_slt	2		0	0
0.33074999	0.58074999	that	slt	arctic_b0418_slt	3	[1.289619]	1	0
0.58074999	1.0745	moment	slt	arctic_b0418_slt	4	[0.256788, 0.124927]	0	1
1.0745	1.137	.	slt	arctic_b0418_slt	5		0	0
1.137	1.23075	I	slt	arctic_b0418_slt	6	[0.269648]	0	0
1.23075	1.49325	got	slt	arctic_b0418_slt	7	[0.602076]	1	1
1.49325	1.612	the	slt	arctic_b0418_slt	8	[0.127933]	0	0
1.612	2.1995001	impression	slt	arctic_b0418_slt	9	[0.082554, 0.408979, 0.109977]	1	1
2.1995001	2.2744999	that	slt	arctic_b0418_slt	10	[0.030228]	0	0
2.2744999	2.5120001	she	slt	arctic_b0418_slt	11	[0.087173]	1	0
2.5120001	2.7307501	was	slt	arctic_b0418_slt	12	[0.026676]	0	0
2.7307501	3.39325	willowy	slt	arctic_b0418_slt	13	[0.053166, 0.024402, 0.220294]	1	3
3.39325	0.0	.	slt	arctic_b0418_slt	14		0	0
0.0	0.18075	.	slt	arctic_b0419_slt	0		0	0
0.18075	0.44325	Your	slt	arctic_b0419_slt	1		0	1
0.44325	1.0245	father's	slt	arctic_b0419_slt	2	[0.9, 0.222794]	1	1
1.0245	1.35575	fifth	slt	arctic_b0419_slt	3	[0.248581]	1	1
1.35575	1.99325	command	slt	arctic_b0419_slt	4	[0.036254, 0.346332]	1	1
1.99325	2.1494999	he	slt	arctic_b0419_slt	5	[0.073712]	0	0
2.1494999	2.6245	nodded	slt	arctic_b0419_slt	6	[0.269925, 0.116375]	1	3
2.6245	0.0	.	slt	arctic_b0419_slt	7		0	0
0.0	0.0	.	slt	arctic_b0420_slt	0		0	0
0.0	0.19949999	.	slt	arctic_b0420_slt	1		0	0
0.19949999	0.33074999	On	slt	arctic_b0420_slt	2		0	0
0.33074999	1.04325	occasion	slt	arctic_b0420_slt	3	[0.176053, 0.820336, 0.15917]	1	6
1.04325	1.2244999	on	slt	arctic_b0420_slt	4	[0.130785]	1	0
1.2244999	1.41825	this	slt	arctic_b0420_slt	5	[0.144242]	1	0
1.41825	2.0432501	traverse	slt	arctic_b0420_slt	6	[0.027792, 1.062841]	1	1
2.0432501	2.1807499	.	slt	arctic_b0420_slt	7		0	0
2.1807499	2.2432499	the	slt	arctic_b0420_slt	8	[0.07277]	0	0
2.2432499	2.562	Cape	slt	arctic_b0420_slt	9	[0.07277, 0.176883]	0	0
2.562	2.89325	Verde	slt	arctic_b0420_slt	10	[0.59154, 0.264477]	1	1
2.89325	3.3557501	Islands	slt	arctic_b0420_slt	11	[0.90116, 0.027677]	1	1
3.3557501	3.4744999	are	slt	arctic_b0420_slt	12	[0.086814]	0	0
3.4744999	3.9932499	raised	slt	arctic_b0420_slt	13	[0.353577]	1	3
3.9932499	0.0	.	slt	arctic_b0420_slt	14		0	0
0.0	0.13699999	.	slt	arctic_b0421_slt	0		0	0
0.13699999	0.40575001	She	slt	arctic_b0421_slt	1		0	0
0.40575001	0.51824999	is	slt	arctic_b0421_slt	2	[0.160461]	0	0
0.51824999	1.1245	essentially	slt	arctic_b0421_slt	3	[0.249459, 0.493563, 0.041496, 0.281641]	1	1
1.1245	1.23075	the	slt	arctic_b0421_slt	4	[0.12538]	0	0
1.23075	1.587	life	slt	arctic_b0421_slt	5	[0.868157]	1	3
1.587	1.61825	.	slt	arctic_b0421_slt	6		0	0
1.61825	2.03075	giving	slt	arctic_b0421_slt	7	[0.335444, 0.575397]	1	1
2.03075	2.20575	.	slt	arctic_b0421_slt	8		0	0
2.20575	2.4807501	life	slt	arctic_b0421_slt	9	[0.943554]	1	1
2.4807501	3.1057501	conserving	slt	arctic_b0421_slt	10	[0.067876, 0.451508, 0.118758]	1	1
3.1057501	3.5994999	female	slt	arctic_b0421_slt	11	[0.428618, 0.218382]	1	1
3.5994999	3.7432499	of	slt	arctic_b0421_slt	12	[0.098964]	0	0
3.7432499	3.8057499	the	slt	arctic_b0421_slt	13	[0.064156]	0	0
3.8057499	4.487	species	slt	arctic_b0421_slt	14	[0.28994, 0.463098]	1	3
4.487	0.0	.	slt	arctic_b0421_slt	15		0	0
0.0	0.19325	.	slt	arctic_b0422_slt	0		0	0
0.19325	0.46200001	This	slt	arctic_b0422_slt	1		0	0
0.46200001	0.63700002	was	slt	arctic_b0422_slt	2	[0.390901]	0	0
0.63700002	0.85575002	when	slt	arctic_b0422_slt	3	[0.571509]	1	0
0.85575002	0.90574998	the	slt	arctic_b0422_slt	4	[0.076235]	0	0
0.90574998	1.612	explosion	slt	arctic_b0422_slt	5	[0.076235, 0.361431, 0.665663, 0.144269]	1	1
1.612	2.21825	occurred	slt	arctic_b0422_slt	6	[0.156814, 0.920684]	1	1
2.21825	0.0	.	slt	arctic_b0422_slt	7		0	0
0.0	0.19325	.	slt	arctic_b0423_slt	0		0	0
0.19325	0.79949999	Also	slt	arctic_b0423_slt	1	[0.561267]	1	1
0.79949999	0.98699999	at	slt	arctic_b0423_slt	2	[0.582905]	1	0
0.98699999	1.387	regular	slt	arctic_b0423_slt	3	[0.351764, 0.084456, 0.32463]	0	1
1.387	2.0557499	intervals	slt	arctic_b0423_slt	4	[0.464796, 0.0516, 0.096151]	1	3
2.0557499	2.28075	he	slt	arctic_b0423_slt	5	[0.173216]	1	0
2.28075	2.45575	would	slt	arctic_b0423_slt	6	[0.144151]	0	0
2.45575	2.95575	mutter	slt	arctic_b0423_slt	7	[0.346384, 0.519281]	1	3
2.95575	0.0	.	slt	arctic_b0423_slt	8		0	0
0.0	0.19325	.	slt	arctic_b0424_slt	0		0	0
0.19325	0.31825	It	slt	arctic_b0424_slt	1		0	0
0.31825	0.4745	is	slt	arctic_b0424_slt	2	[0.182014, 0.095603]	0	0
0.4745	0.49950001	a	slt	arctic_b0424_slt	3	[0.095603]	0	0
0.49950001	0.81825	very	slt	arctic_b0424_slt	4	[0.095603, 0.464227, 0.154225]	1	3
0.81825	1.23075	tenable	slt	arctic_b0424_slt	5	[0.249101, 0.195851, 0.30857]	1	1
1.23075	2.09325	hypothesis	slt	arctic_b0424_slt	6	[0.27683, 0.9, 0.049265, 0.176361]	1	6
2.09325	2.2557499	.	slt	arctic_b0424_slt	7		0	0
2.2557499	2.3807499	and	slt	arctic_b0424_slt	8	[0.172984]	0	0
2.3807499	2.53075	will	slt	arctic_b0424_slt	9	[0.164276]	0	0
2.53075	2.737	bear	slt	arctic_b0424_slt	10	[0.380675]	1	0
2.737	3.112	looking	slt	arctic_b0424_slt	11	[0.045819, 0.070387]	0	1
3.112	3.5869999	into	slt	arctic_b0424_slt	12	[0.146736, 0.305639]	1	3
3.5869999	0.0	.	slt	arctic_b0424_slt	13		0	0
0.0	0.15575001	.	slt	arctic_b0425_slt	0		0	0
0.15575001	0.30575001	There	slt	arctic_b0425_slt	1		0	0
0.30575001	0.52450001	were	slt	arctic_b0425_slt	2	[0.700457]	1	0
0.52450001	0.87449998	orange	slt	arctic_b0425_slt	3	[0.425628, 0.137471]	0	2
0.87449998	1.587	green	slt	arctic_b0425_slt	4	[0.9]	1	1
1.587	1.91825	gold	slt	arctic_b0425_slt	5	[0.114559]	0	1
1.91825	2.34325	green	slt	arctic_b0425_slt	6	[0.677681]	1	1
2.34325	2.5682499	and	slt	arctic_b0425_slt	7	[0.722833]	1	0
2.5682499	2.5994999	a	slt	arctic_b0425_slt	8	[0.126317]	0	0
2.5994999	2.9619999	copper	slt	arctic_b0425_slt	9	[0.865843, 0.50923]	1	1
2.9619999	3.39325	green	slt	arctic_b0425_slt	10	[0.55349]	1	3
3.39325	0.0	.	slt	arctic_b0425_slt	11		0	0
0.0	0.162	.	slt	arctic_b0426_slt	0		0	0
0.162	0.24325	The	slt	arctic_b0426_slt	1		0	0
0.24325	0.76200002	Gabriel	slt	arctic_b0426_slt	2	[0.534583, 0.150264, 0.166419]	1	5
0.76200002	1.18075	voice	slt	arctic_b0426_slt	3	[0.914424]	1	1
1.18075	1.2557499	of	slt	arctic_b0426_slt	4	[0.082706]	0	0
1.2557499	1.34325	the	slt	arctic_b0426_slt	5	[0.111135]	0	0
1.34325	1.93075	Samurai	slt	arctic_b0426_slt	6	[0.206982, 0.177018, 0.663074]	1	3
1.93075	2.2307501	rang	slt	arctic_b0426_slt	7	[0.284979]	0	0
2.2307501	2.487	out	slt	arctic_b0426_slt	8	[0.474952]	1	0
2.487	0.0	.	slt	arctic_b0426_slt	9		0	0
0.0	0.1745	.	slt	arctic_b0427_slt	0		0	0
0.1745	0.26199999	The	slt	arctic_b0427_slt	1		0	0
0.26199999	0.83074999	sunsets	slt	arctic_b0427_slt	2	[0.512142, 0.616115]	1	1
0.83074999	1.0682499	grow	slt	arctic_b0427_slt	3	[0.530555]	1	0
1.0682499	1.3182499	more	slt	arctic_b0427_slt	4	[0.351994]	0	0
1.3182499	1.86825	bizarre	slt	arctic_b0427_slt	5	[0.292191, 0.901056]	1	1
1.86825	1.9744999	and	slt	arctic_b0427_slt	6	[0.10433]	0	0
1.9744999	2.7495	spectacular	slt	arctic_b0427_slt	7	[0.089754, 0.409051, 0.038607, 0.359232]	1	3
2.7495	3.0057499	off	slt	arctic_b0427_slt	8	[0.724007]	1	0
3.0057499	3.1932499	this	slt	arctic_b0427_slt	9	[0.09716]	0	0
3.1932499	3.5495	coast	slt	arctic_b0427_slt	10	[0.404403]	1	1
3.5495	3.6307499	of	slt	arctic_b0427_slt	11	[0.077388]	0	0
3.6307499	3.7495	the	slt	arctic_b0427_slt	12	[0.166832]	1	0
3.7495	4.5057502	Argentine	slt	arctic_b0427_slt	13	[0.140868, 0.1182, 0.302225]	1	2
4.5057502	0.0	.	slt	arctic_b0427_slt	14		0	0
0.0	0.0	.	slt	arctic_b0428_slt	0		0	0
0.0	0.1745	.	slt	arctic_b0428_slt	1		0	0
0.1745	0.26199999	The	slt	arctic_b0428_slt	2		0	0
0.26199999	0.86199999	history	slt	arctic_b0428_slt	3	[0.184447, 0.437752, 0.9]	1	1
0.86199999	1.012	of	slt	arctic_b0428_slt	4	[0.605317, 0.041999]	0	0
1.012	1.10575	our	slt	arctic_b0428_slt	5	[0.041999, 0.438794]	1	0
1.10575	1.59325	westward	slt	arctic_b0428_slt	6	[0.380332, 0.312765]	0	1
1.59325	2.0557499	faring	slt	arctic_b0428_slt	7	[0.261091, 0.109671]	0	1
2.0557499	2.40575	race	slt	arctic_b0428_slt	8	[0.451307, 0.028031]	1	3
2.40575	2.53075	is	slt	arctic_b0428_slt	9	[0.028031]	0	0
2.53075	2.812	written	slt	arctic_b0428_slt	10	[0.178346, 0.044659]	1	0
2.812	2.937	in	slt	arctic_b0428_slt	11	[0.092517]	1	0
2.937	3.0432501	it	slt	arctic_b0428_slt	12	[0.090005]	1	0
3.0432501	0.0	.	slt	arctic_b0428_slt	13		0	0
0.0	0.0	.	slt	arctic_b0429_slt	0		0	0
0.0	0.18075	.	slt	arctic_b0429_slt	1		0	0
0.18075	0.36199999	And	slt	arctic_b0429_slt	2		0	0
0.36199999	0.41824999	the	slt	arctic_b0429_slt	3	[0.05055]	0	0
0.41824999	1.08075	Eurasian	slt	arctic_b0429_slt	4	[0.044461, 0.936621, 0.135017]	1	5
1.08075	1.61825	Chinese	slt	arctic_b0429_slt	5	[0.27484, 0.267608]	1	1
1.61825	2.2744999	Englishman	slt	arctic_b0429_slt	6	[0.319979, 0.04173, 0.222445]	1	1
2.2744999	2.5557499	bowed	slt	arctic_b0429_slt	7	[0.916123]	1	3
2.5557499	3.0120001	himself	slt	arctic_b0429_slt	8	[0.021542, 0.125566]	1	1
3.0120001	3.4182501	away	slt	arctic_b0429_slt	9	[0.129779, 0.744323]	1	0
3.4182501	3.5182501	.	slt	arctic_b0429_slt	10		0	0
3.5182501	0.0	.	slt	arctic_b0429_slt	11		0	0
0.0	0.16824999	.	slt	arctic_b0430_slt	0		0	0
0.16824999	0.287	They	slt	arctic_b0430_slt	1		0	0
0.287	0.43075001	were	slt	arctic_b0430_slt	2	[0.139215]	0	0
0.43075001	0.96824998	babbling	slt	arctic_b0430_slt	3	[0.93499, 0.027622, 0.123065]	1	5
0.96824998	1.0682499	and	slt	arctic_b0430_slt	4	[0.051118]	0	0
1.0682499	1.64325	chattering	slt	arctic_b0430_slt	5	[1.011699, 0.169418, 0.080011]	1	6
1.64325	1.8745	all	slt	arctic_b0430_slt	6	[0.160233]	1	0
1.8745	2.51825	together	slt	arctic_b0430_slt	7	[0.082832, 0.301007, 0.310636]	1	3
2.51825	0.0	.	slt	arctic_b0430_slt	8		0	0
0.0	0.0	.	slt	arctic_b0431_slt	0		0	0
0.0	0.13699999	.	slt	arctic_b0431_slt	1		0	0
0.13699999	0.33700001	Too	slt	arctic_b0431_slt	2		0	0
0.33700001	0.75575	much	slt	arctic_b0431_slt	3	[0.969427]	1	1
0.75575	0.96200001	he	slt	arctic_b0431_slt	4	[0.130968]	0	0
0.96200001	1.237	told	slt	arctic_b0431_slt	5	[0.098158]	0	1
1.237	1.4744999	me	slt	arctic_b0431_slt	6	[0.373387]	1	0
1.4744999	1.73075	with	slt	arctic_b0431_slt	7	[0.072881]	0	0
1.73075	2.2495	ominous	slt	arctic_b0431_slt	8	[0.693935, 0.067836, 0.116616]	1	3
2.2495	2.6245	rolling	slt	arctic_b0431_slt	9	[0.122944, 0.047164]	1	1
2.6245	3.0745001	head	slt	arctic_b0431_slt	10	[0.607443]	1	3
3.0745001	0.0	.	slt	arctic_b0431_slt	11		0	0
0.0	0.14325	.	slt	arctic_b0432_slt	0		0	0
0.14325	0.32449999	He	slt	arctic_b0432_slt	1		0	0
0.32449999	0.44325	is	slt	arctic_b0432_slt	2	[0.121762]	0	0
0.44325	0.48074999	a	slt	arctic_b0432_slt	3	[0.20583]	0	0
0.48074999	1.262	candidate	slt	arctic_b0432_slt	4	[0.619575, 0.064682, 0.20919]	1	1
1.262	1.5994999	rising	slt	arctic_b0432_slt	5	[0.380256, 0.11478]	1	1
1.5994999	1.7995	from	slt	arctic_b0432_slt	6	[0.053863]	0	0
1.7995	1.86825	the	slt	arctic_b0432_slt	7	[0.033883]	0	0
1.86825	2.1932499	serf	slt	arctic_b0432_slt	8	[0.284138]	0	0
2.1932499	2.612	class	slt	arctic_b0432_slt	9	[0.902358]	1	1
2.612	2.812	to	slt	arctic_b0432_slt	10	[0.093741, 0.053208]	0	0
2.812	2.937	our	slt	arctic_b0432_slt	11	[0.053208, 0.352347]	1	3
2.937	3.4932499	class	slt	arctic_b0432_slt	12	[0.357783]	1	3
3.4932499	0.0	.	slt	arctic_b0432_slt	13		0	0
0.0	0.19325	.	slt	arctic_b0433_slt	0		0	0
0.19325	0.32449999	We	slt	arctic_b0433_slt	1		0	0
0.32449999	0.40575001	are	slt	arctic_b0433_slt	2	[0.075316]	0	0
0.40575001	0.81199998	cooking	slt	arctic_b0433_slt	3	[0.225076, 0.445685]	1	0
0.81199998	0.95574999	on	slt	arctic_b0433_slt	4	[0.246804]	0	0
0.95574999	1.0245	the	slt	arctic_b0433_slt	5	[0.057685]	0	0
1.0245	1.337	coal	slt	arctic_b0433_slt	6	[0.057685, 0.076906]	0	1
1.337	1.8494999	stove	slt	arctic_b0433_slt	7	[0.916621]	1	1
1.8494999	2.0057499	and	slt	arctic_b0433_slt	8	[0.396126]	0	0
2.0057499	2.1745	on	slt	arctic_b0433_slt	9	[0.353553]	1	0
2.1745	2.26825	the	slt	arctic_b0433_slt	10	[0.12178]	0	0
2.26825	2.5994999	oil	slt	arctic_b0433_slt	11	[0.517443]	1	1
2.5994999	3.20575	burners	slt	arctic_b0433_slt	12	[0.287374, 0.160351]	0	3
3.20575	0.0	.	slt	arctic_b0433_slt	13		0	0
0.0	0.16824999	.	slt	arctic_b0434_slt	0		0	0
0.16824999	0.25575	The	slt	arctic_b0434_slt	1		0	0
0.25575	0.71200001	steward	slt	arctic_b0434_slt	2	[0.610169, 0.504449]	1	1
0.71200001	0.96824998	has	slt	arctic_b0434_slt	3	[0.339534]	0	0
0.96824998	1.237	just	slt	arctic_b0434_slt	4	[0.414986]	1	1
1.237	1.612	tendered	slt	arctic_b0434_slt	5	[0.492539, 0.230457]	1	1
1.612	1.812	me	slt	arctic_b0434_slt	6	[0.419493, 0.053879]	1	0
1.812	1.837	a	slt	arctic_b0434_slt	7	[0.053879]	0	0
1.837	2.4307499	respectful	slt	arctic_b0434_slt	8	[0.053879, 0.052305, 0.245669, 0.057555]	1	3
2.4307499	2.5994999	bit	slt	arctic_b0434_slt	9	[0.274134]	1	0
2.5994999	2.7307501	of	slt	arctic_b0434_slt	10	[0.125801, 0.064287]	0	0
