david	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	joe	todd	mallory
1	greater	slt	B	arctic_a0138_slt	9	1.99325	2.3182499	[0.28275, 0.284706]	2	0	0	2
2	resemblance	slt	B	arctic_a0138_slt	10	2.3182499	2.9495001	[0.127236, 0.283008, 0.070288]	1	0	1	2
0	to	slt	B	arctic_a0138_slt	11	2.9495001	3.0682499	[0.095323]	0	0	0	0
2	Jeanne	slt	B	arctic_a0138_slt	12	3.0682499	3.4995	[0.608518]	1	0	2	1
0	.	slt	B	arctic_a0138_slt	13	3.4995	0.0		0	0	0	0
0	.	rms	B	arctic_a0139_rms	0	0.0	0.032000002		0	0	0	0
0	He	rms	B	arctic_a0139_rms	1	0.032000002	0.20200001		0	0	0	0
2	told	rms	B	arctic_a0139_rms	2	0.20200001	0.53200001	[0.606114]	1	2	3	0
0	himself	rms	B	arctic_a0139_rms	3	0.53200001	0.99199998	[0.087022, 0.228935]	0	0	1	2
1	that	rms	B	arctic_a0139_rms	4	0.99199998	1.352	[0.900903]	1	1	0	0
0	as	rms	B	arctic_a0139_rms	5	1.352	1.592	[0.360475]	0	0	0	0
0	he	rms	B	arctic_a0139_rms	6	1.592	1.682	[0.107095]	0	0	0	0
2	washed	rms	B	arctic_a0139_rms	7	1.682	2.0420001	[0.712325]	1	1	2	1
0	himself	rms	B	arctic_a0139_rms	8	2.0420001	2.582	[0.03757, 0.106675]	0	0	1	1
0	and	rms	B	arctic_a0139_rms	9	2.582	2.7820001	[0.153421]	1	0	0	0
2	groomed	rms	B	arctic_a0139_rms	10	2.7820001	3.2820001	[0.28978]	1	1	2	1
0	his	rms	B	arctic_a0139_rms	11	3.2820001	3.6719999	[0.157581]	0	0	0	0
2	disheveled	rms	B	arctic_a0139_rms	12	3.6719999	4.2820001	[0.257449, 0.372298, 0.014195]	1	1	2	3
2	clothes	rms	B	arctic_a0139_rms	13	4.2820001	4.8920002	[0.757159]	1	1	1	0
0	.	rms	B	arctic_a0139_rms	14	4.8920002	0.0		0	0	0	0
0	.	slt	B	arctic_a0139_slt	0	0.0	0.13699999		0	0	0	0
0	He	slt	B	arctic_a0139_slt	1	0.13699999	0.28075001		0	0	0	0
1	told	slt	B	arctic_a0139_slt	2	0.28075001	0.54949999	[0.227924]	1	2	2	1
0	himself	slt	B	arctic_a0139_slt	3	0.54949999	0.93699998	[0.124983, 0.192062]	0	0	0	1
1	that	slt	B	arctic_a0139_slt	4	0.93699998	1.21825	[0.900943]	1	0	0	2
0	as	slt	B	arctic_a0139_slt	5	1.21825	1.34325	[0.099698]	0	0	0	0
0	he	slt	B	arctic_a0139_slt	6	1.34325	1.43075	[0.095277]	0	0	0	0
2	washed	slt	B	arctic_a0139_slt	7	1.43075	1.8245	[0.635247]	1	1	2	1
0	himself	slt	B	arctic_a0139_slt	8	1.8245	2.2995	[0.068989, 0.209658]	1	0	0	0
0	and	slt	B	arctic_a0139_slt	9	2.2995	2.4119999	[0.176002]	0	0	0	0
2	groomed	slt	B	arctic_a0139_slt	10	2.4119999	2.8494999	[0.147207]	1	0	2	1
0	his	slt	B	arctic_a0139_slt	11	2.8494999	3.0120001	[0.041469]	0	0	0	0
1	disheveled	slt	B	arctic_a0139_slt	12	3.0120001	3.53075	[0.055739, 0.434933, 0.080505]	1	0	0	2
2	clothes	slt	B	arctic_a0139_slt	13	3.53075	4.1494999	[0.462782]	1	0	2	1
0	.	slt	B	arctic_a0139_slt	14	4.1494999	0.0		0	0	0	0
0	.	rms	B	arctic_a0140_rms	0	0.0	0.092		0	0	0	0
1	Accept	rms	B	arctic_a0140_rms	1	0.092	0.542	[0.521375]	1	1	2	1
0	a	rms	B	arctic_a0140_rms	2	0.542	0.58200002	[0.170902]	0	0	0	0
1	father's	rms	B	arctic_a0140_rms	3	0.58200002	1.052	[0.9, 0.425698]	1	0	2	1
2	blessing	rms	B	arctic_a0140_rms	4	1.052	1.702	[0.061744, 0.21544]	0	1	0	1
0	and	rms	B	arctic_a0140_rms	5	1.702	1.942	[0.672727]	1	0	0	0
1	with	rms	B	arctic_a0140_rms	6	1.942	2.2119999	[0.128276]	0	0	1	0
0	it	rms	B	arctic_a0140_rms	7	2.2119999	2.4519999	[0.296098]	1	0	0	0
2	this	rms	B	arctic_a0140_rms	8	2.4519999	3.072	[0.653377]	1	2	2	3
0	.	rms	B	arctic_a0140_rms	9	3.072	0.0		0	0	0	0
0	.	slt	B	arctic_a0140_slt	0	0.0	0.037		0	0	0	0
1	Accept	slt	B	arctic_a0140_slt	1	0.037	0.40575001	[0.399078]	1	0	1	0
0	a	slt	B	arctic_a0140_slt	2	0.40575001	0.45574999	[0.168511]	0	0	0	0
0	father's	slt	B	arctic_a0140_slt	3	0.45574999	0.912	[0.9, 0.248055]	1	2	2	2
2	blessing	slt	B	arctic_a0140_slt	4	0.912	1.54325	[0.28697, 0.126127]	1	0	3	1
0	and	slt	B	arctic_a0140_slt	5	1.54325	1.7244999	[0.076562]	0	0	0	0
2	with	slt	B	arctic_a0140_slt	6	1.7244999	1.96825	[0.092789]	0	0	1	0
0	it	slt	B	arctic_a0140_slt	7	1.96825	2.312	[0.276132]	1	0	0	0
2	this	slt	B	arctic_a0140_slt	8	2.312	2.6995001	[0.29676]	1	0	2	1
0	.	slt	B	arctic_a0140_slt	9	2.6995001	0.0		0	0	0	0
0	.	rms	B	arctic_a0141_rms	0	0.0	0.092		0	0	0	0
0	It	rms	B	arctic_a0141_rms	1	0.092	0.23199999		0	0	0	0
2	seems	rms	B	arctic_a0141_rms	2	0.23199999	0.68199998	[0.992338]	1	1	2	0
0	like	rms	B	arctic_a0141_rms	3	0.68199998	0.90200001	[0.497129]	0	0	0	0
0	a	rms	B	arctic_a0141_rms	4	0.90200001	0.94199997	[0.10531]	0	0	0	0
2	strange	rms	B	arctic_a0141_rms	5	0.94199997	1.462	[0.582759]	1	1	2	1
2	pointing	rms	B	arctic_a0141_rms	6	1.462	2.092	[0.738933, 0.197657]	1	2	3	2
0	of	rms	B	arctic_a0141_rms	7	2.092	2.2820001	[0.246321]	0	0	0	0
0	the	rms	B	arctic_a0141_rms	8	2.2820001	2.4119999	[0.341225]	0	0	0	0
2	hand	rms	B	arctic_a0141_rms	9	2.4119999	2.842	[0.860302]	1	1	2	1
0	of	rms	B	arctic_a0141_rms	10	2.842	2.9920001	[0.423528]	0	0	0	1
2	God	rms	B	arctic_a0141_rms	11	2.9920001	3.5020001	[0.91923]	1	1	2	1
0	.	rms	B	arctic_a0141_rms	12	3.5020001	0.0		0	0	0	0
0	.	slt	B	arctic_a0141_slt	0	0.0	0.19325		0	0	0	0
0	It	slt	B	arctic_a0141_slt	1	0.19325	0.31825		0	0	0	0
0	seems	slt	B	arctic_a0141_slt	2	0.31825	0.73075002	[0.509551]	1	1	1	0
0	like	slt	B	arctic_a0141_slt	3	0.73075002	0.93075001	[0.215184]	0	0	0	0
0	a	slt	B	arctic_a0141_slt	4	0.93075001	0.96200001	[0.051038]	0	0	0	0
1	strange	slt	B	arctic_a0141_slt	5	0.96200001	1.462	[0.293518]	1	1	1	1
1	pointing	slt	B	arctic_a0141_slt	6	1.462	1.962	[0.262522, 0.050278]	1	2	3	2
0	of	slt	B	arctic_a0141_slt	7	1.962	2.0557499	[0.050986]	0	0	0	0
0	the	slt	B	arctic_a0141_slt	8	2.0557499	2.1057501	[0.054437]	0	0	0	0
1	hand	slt	B	arctic_a0141_slt	9	2.1057501	2.4307499	[0.054437, 0.200743, 0.032659]	1	1	1	1
0	of	slt	B	arctic_a0141_slt	10	2.4307499	2.5432501	[0.032659]	0	0	0	1
2	God	slt	B	arctic_a0141_slt	11	2.5432501	3.01825	[0.908795]	1	1	2	1
0	.	slt	B	arctic_a0141_slt	12	3.01825	0.0		0	0	0	0
0	.	rms	B	arctic_a0142_rms	0	0.0	0.071999997		0	0	0	0
1	Such	rms	B	arctic_a0142_rms	1	0.071999997	0.49200001		0	2	0	1
1	things	rms	B	arctic_a0142_rms	2	0.49200001	0.87199998	[0.321139]	0	2	1	1
0	had	rms	B	arctic_a0142_rms	3	0.87199998	1.012	[0.323015]	0	0	0	0
1	occurred	rms	B	arctic_a0142_rms	4	1.012	1.432	[0.412541, 0.925914]	1	1	1	2
2	before	rms	B	arctic_a0142_rms	5	1.432	2.0420001	[0.332504, 0.55759]	1	1	3	2
0	he	rms	B	arctic_a0142_rms	6	2.0420001	2.2219999	[0.274554]	0	0	0	0
0	told	rms	B	arctic_a0142_rms	7	2.2219999	2.572	[0.163582]	0	0	2	0
1	Philip	rms	B	arctic_a0142_rms	8	2.572	3.062	[0.299468, 0.108969]	1	1	2	0
0	.	rms	B	arctic_a0142_rms	9	3.062	0.0		0	0	0	0
0	.	slt	B	arctic_a0142_slt	0	0.0	0.074500002		0	0	0	0
1	Such	slt	B	arctic_a0142_slt	1	0.074500002	0.45574999		0	1	2	0
2	things	slt	B	arctic_a0142_slt	2	0.45574999	0.84324998	[0.900902]	1	1	1	1
0	had	slt	B	arctic_a0142_slt	3	0.84324998	0.9745	[0.449601]	0	0	0	0
1	occurred	slt	B	arctic_a0142_slt	4	0.9745	1.33075	[0.148956, 0.769043]	1	1	1	1
2	before	slt	B	arctic_a0142_slt	5	1.33075	1.8182499	[0.306049, 0.760326]	1	2	2	2
0	he	slt	B	arctic_a0142_slt	6	1.8182499	1.9744999	[0.162544]	0	0	0	0
0	told	slt	B	arctic_a0142_slt	7	1.9744999	2.2307501	[0.094471]	0	0	0	0
2	Philip	slt	B	arctic_a0142_slt	8	2.2307501	2.7495	[0.142616, 0.066909]	1	1	2	1
0	.	slt	B	arctic_a0142_slt	9	2.7495	0.0		0	0	0	0
0	.	rms	B	arctic_a0143_rms	0	0.0	0.102		0	0	0	0
2	Ah	rms	B	arctic_a0143_rms	1	0.102	0.46200001		0	1	0	2
0	I	rms	B	arctic_a0143_rms	2	0.46200001	0.662		0	0	0	0
0	had	rms	B	arctic_a0143_rms	3	0.662	0.90200001	[0.279654]	0	0	0	0
2	forgotten	rms	B	arctic_a0143_rms	4	0.90200001	1.602	[0.138383, 0.563483, 0.006282]	1	2	3	1
0	he	rms	B	arctic_a0143_rms	5	1.602	2.0220001	[0.150859]	0	0	0	0
2	exclaimed	rms	B	arctic_a0143_rms	6	2.0220001	2.802	[0.179779, 0.212612]	2	1	2	3
0	.	rms	B	arctic_a0143_rms	7	2.802	0.0		0	0	0	0
0	.	slt	B	arctic_a0143_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0143_slt	1	0.0	0.19325		0	0	0	0
1	Ah	slt	B	arctic_a0143_slt	2	0.19325	0.48699999		0	2	2	3
0	.	slt	B	arctic_a0143_slt	3	0.48699999	0.71200001		0	0	0	0
0	I	slt	B	arctic_a0143_slt	4	0.71200001	0.81199998	[0.248581]	0	0	0	0
0	had	slt	B	arctic_a0143_slt	5	0.81199998	0.95574999	[0.071769]	0	0	0	0
2	forgotten	slt	B	arctic_a0143_slt	6	0.95574999	1.5057499	[0.225985, 0.530973, 0.050984]	1	2	2	2
0	he	slt	B	arctic_a0143_slt	7	1.5057499	1.71825	[0.059116, 0.01579]	0	0	0	0
1	exclaimed	slt	B	arctic_a0143_slt	8	1.71825	2.437	[0.01579, 0.184544]	1	0	1	0
0	.	slt	B	arctic_a0143_slt	9	2.437	0.0		0	0	0	0
0	.	rms	B	arctic_a0144_rms	0	0.0	0.071999997		0	0	0	0
0	But	rms	B	arctic_a0144_rms	1	0.071999997	0.352		0	1	3	0
0	there	rms	B	arctic_a0144_rms	2	0.352	0.46200001	[0.261043]	0	0	0	0
0	was	rms	B	arctic_a0144_rms	3	0.46200001	0.62199998	[0.045788]	0	0	0	0
2	something	rms	B	arctic_a0144_rms	4	0.62199998	1.132	[0.272341, 0.22282]	1	2	3	0
0	even	rms	B	arctic_a0144_rms	5	1.132	1.362	[0.549729, 0.137834]	1	1	0	1
2	more	rms	B	arctic_a0144_rms	6	1.362	1.652	[0.633647]	1	1	0	1
2	startling	rms	B	arctic_a0144_rms	7	1.652	2.402	[0.185919, 0.334993]	1	1	3	3
0	than	rms	B	arctic_a0144_rms	8	2.402	2.6919999	[0.534835]	1	0	0	0
0	this	rms	B	arctic_a0144_rms	9	2.6919999	2.892	[0.033494]	0	0	0	0
2	resemblance	rms	B	arctic_a0144_rms	10	2.892	3.7219999	[0.048886, 0.303356, 0.213876]	1	1	2	1
0	.	rms	B	arctic_a0144_rms	11	3.7219999	0.0		0	0	0	0
0	.	slt	B	arctic_a0144_slt	0	0.0	0.1745		0	0	0	0
0	But	slt	B	arctic_a0144_slt	1	0.1745	0.29949999		0	0	0	0
0	there	slt	B	arctic_a0144_slt	2	0.29949999	0.412	[0.267912]	0	0	0	0
0	was	slt	B	arctic_a0144_slt	3	0.412	0.56199998	[0.109775]	0	0	0	0
2	something	slt	B	arctic_a0144_slt	4	0.56199998	1.03075	[0.257178, 0.582687]	0	1	1	0
0	even	slt	B	arctic_a0144_slt	5	1.03075	1.3494999	[0.9, 0.220408]	1	1	0	0
0	more	slt	B	arctic_a0144_slt	6	1.3494999	1.562	[0.393187]	1	1	0	0
2	startling	slt	B	arctic_a0144_slt	7	1.562	2.1995001	[0.297791, 0.086916]	0	2	3	2
0	than	slt	B	arctic_a0144_slt	8	2.1995001	2.3494999	[0.159386]	1	0	0	0
0	this	slt	B	arctic_a0144_slt	9	2.3494999	2.562	[0.146022]	1	0	0	0
2	resemblance	slt	B	arctic_a0144_slt	10	2.562	3.28075	[0.075468, 0.409778, 0.137652]	1	1	2	1
0	.	slt	B	arctic_a0144_slt	11	3.28075	0.0		0	0	0	0
0	.	rms	B	arctic_a0145_rms	0	0.0	0.102		0	0	0	0
0	I	rms	B	arctic_a0145_rms	1	0.102	0.182		0	0	0	0
0	have	rms	B	arctic_a0145_rms	2	0.182	0.45199999	[0.696791]	1	1	2	0
0	to	rms	B	arctic_a0145_rms	3	0.45199999	0.56199998	[0.172917]	0	0	0	0
0	be	rms	B	arctic_a0145_rms	4	0.56199998	0.67199999	[0.778989]	1	0	0	0
2	careful	rms	B	arctic_a0145_rms	5	0.67199999	1.222	[0.455031, 0.024261]	0	2	3	2
0	of	rms	B	arctic_a0145_rms	6	1.222	1.352	[0.408472]	1	0	0	0
1	them	rms	B	arctic_a0145_rms	7	1.352	1.692	[0.187764]	0	0	0	1
0	as	rms	B	arctic_a0145_rms	8	1.692	2.0120001	[0.488373]	0	0	0	0
0	they	rms	B	arctic_a0145_rms	9	2.0120001	2.132	[0.684181]	1	0	0	0
2	tear	rms	B	arctic_a0145_rms	10	2.132	2.4719999	[0.630212]	1	1	2	1
0	very	rms	B	arctic_a0145_rms	11	2.4719999	2.7920001	[0.057335]	0	0	0	1
2	easily	rms	B	arctic_a0145_rms	12	2.7920001	3.4219999	[0.946064, 0.251999, 0.40681]	2	2	2	1
0	.	rms	B	arctic_a0145_rms	13	3.4219999	0.0		0	0	0	0
0	.	slt	B	arctic_a0145_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0145_slt	1	0.0	0.19325		0	0	0	0
0	I	slt	B	arctic_a0145_slt	2	0.19325	0.287		0	0	0	0
0	have	slt	B	arctic_a0145_slt	3	0.287	0.53074998	[0.857597]	1	1	0	0
0	to	slt	B	arctic_a0145_slt	4	0.53074998	0.63700002	[0.070043]	0	0	0	0
0	be	slt	B	arctic_a0145_slt	5	0.63700002	0.74949998	[0.070043, 0.446878]	1	0	0	0
2	careful	slt	B	arctic_a0145_slt	6	0.74949998	1.1932499	[0.186835, 0.145037]	0	2	2	1
0	of	slt	B	arctic_a0145_slt	7	1.1932499	1.2869999	[0.118061]	0	0	0	0
1	them	slt	B	arctic_a0145_slt	8	1.2869999	1.5682499	[0.925885]	1	1	0	2
0	.	slt	B	arctic_a0145_slt	9	1.5682499	1.7244999		0	0	0	0
0	as	slt	B	arctic_a0145_slt	10	1.7244999	1.89325	[0.514752]	0	0	0	0
1	they	slt	B	arctic_a0145_slt	11	1.89325	2.0495	[0.755266]	1	0	0	0
2	tear	slt	B	arctic_a0145_slt	12	2.0495	2.3870001	[0.345911]	0	2	2	1
0	very	slt	B	arctic_a0145_slt	13	2.3870001	2.70575	[0.337774, 0.252492]	1	0	0	0
2	easily	slt	B	arctic_a0145_slt	14	2.70575	3.3057499	[0.776329, 0.053278, 0.2907]	2	0	2	1
0	.	slt	B	arctic_a0145_slt	15	3.3057499	0.0		0	0	0	0
0	.	rms	B	arctic_a0146_rms	0	0.0	0.102		0	0	0	0
0	Of	rms	B	arctic_a0146_rms	1	0.102	0.26199999		0	1	0	0
2	course	rms	B	arctic_a0146_rms	2	0.26199999	0.852	[0.820691]	1	1	2	3
0	that	rms	B	arctic_a0146_rms	3	0.852	1.222	[0.931572]	1	0	0	0
0	is	rms	B	arctic_a0146_rms	4	1.222	1.452	[0.540786]	0	0	0	0
2	uninteresting	rms	B	arctic_a0146_rms	5	1.452	2.402	[0.699618, 0.518287, 0.256405, 0.25825]	2	2	3	2
0	she	rms	B	arctic_a0146_rms	6	2.402	2.632	[0.250971]	1	0	0	0
2	continued	rms	B	arctic_a0146_rms	7	2.632	3.342	[0.043613, 0.3269, 0.156731]	1	0	1	2
0	.	rms	B	arctic_a0146_rms	8	3.342	0.0		0	0	0	0
0	.	slt	B	arctic_a0146_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0146_slt	1	0.0	0.20575		0	0	0	0
0	Of	slt	B	arctic_a0146_slt	2	0.20575	0.33700001		0	0	0	0
1	course	slt	B	arctic_a0146_slt	3	0.33700001	0.78074998	[0.880694]	1	2	2	1
0	that	slt	B	arctic_a0146_slt	4	0.78074998	0.99949998	[0.729469]	1	0	0	0
0	is	slt	B	arctic_a0146_slt	5	0.99949998	1.1307499	[0.144786]	0	0	0	0
2	uninteresting	slt	B	arctic_a0146_slt	6	1.1307499	1.962	[0.900779, 0.281228, 0.215289, 0.177893]	2	1	2	2
0	she	slt	B	arctic_a0146_slt	7	1.962	2.1494999	[0.092858]	0	0	0	0
2	continued	slt	B	arctic_a0146_slt	8	2.1494999	2.8057499	[0.12359, 0.225498, 0.235712]	2	1	1	0
0	.	slt	B	arctic_a0146_slt	9	2.8057499	0.0		0	0	0	0
0	.	rms	B	arctic_a0147_rms	0	0.0	0.102		0	0	0	0
0	A	rms	B	arctic_a0147_rms	1	0.102	0.152		0	0	0	0
0	moment	rms	B	arctic_a0147_rms	2	0.152	0.52200001	[0.649113, 0.310542]	1	1	0	0
2	before	rms	B	arctic_a0147_rms	3	0.52200001	1.132	[0.135952, 0.736762]	1	0	2	2
0	he	rms	B	arctic_a0147_rms	4	1.132	1.242	[0.18464]	0	0	0	0
0	was	rms	B	arctic_a0147_rms	5	1.242	1.4220001	[0.069555, 0.026064]	0	0	0	0
2	intoxicated	rms	B	arctic_a0147_rms	6	1.4220001	2.2420001	[0.026064, 0.447114, 0.059117, 0.19979, 0.142022]	2	2	2	2
0	by	rms	B	arctic_a0147_rms	7	2.2420001	2.5020001		0	0	0	0
0	a	rms	B	arctic_a0147_rms	8	2.5020001	2.562	[0.092731]	0	0	0	0
2	joy	rms	B	arctic_a0147_rms	9	2.562	2.9920001	[0.092731, 1.088386]	1	1	2	1
0	that	rms	B	arctic_a0147_rms	10	2.9920001	3.142	[0.02145]	0	0	0	0
0	was	rms	B	arctic_a0147_rms	11	3.142	3.362	[0.02145, 0.070312]	0	0	0	0
1	almost	rms	B	arctic_a0147_rms	12	3.362	3.842	[0.135164, 0.324792]	0	0	1	1
2	madness	rms	B	arctic_a0147_rms	13	3.842	4.4920001	[0.582425, 0.305529]	1	1	2	1
0	.	rms	B	arctic_a0147_rms	14	4.4920001	0.0		0	0	0	0
0	.	slt	B	arctic_a0147_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0147_slt	1	0.0	0.20575		0	0	0	0
0	A	slt	B	arctic_a0147_slt	2	0.20575	0.26824999		0	0	0	0
0	moment	slt	B	arctic_a0147_slt	3	0.26824999	0.63700002	[0.287729, 0.377862]	1	0	2	0
2	before	slt	B	arctic_a0147_slt	4	0.63700002	1.01825	[0.134445, 0.428611]	1	0	1	0
0	he	slt	B	arctic_a0147_slt	5	1.01825	1.1495	[0.096352]	0	0	0	0
0	was	slt	B	arctic_a0147_slt	6	1.1495	1.34325	[0.102898]	0	0	0	0
2	intoxicated	slt	B	arctic_a0147_slt	7	1.34325	2.1307499	[0.078405, 0.877495, 0.072011, 0.363764, 0.245606]	2	2	2	1
0	by	slt	B	arctic_a0147_slt	8	2.1307499	2.3557501	[0.901174]	1	0	0	0
0	a	slt	B	arctic_a0147_slt	9	2.3557501	2.40575	[0.144672]	0	0	0	0
2	joy	slt	B	arctic_a0147_slt	10	2.40575	2.737	[0.832683]	1	0	2	1
0	that	slt	B	arctic_a0147_slt	11	2.737	2.8494999	[0.102803]	0	0	0	0
0	was	slt	B	arctic_a0147_slt	12	2.8494999	3.062	[0.075642]	0	0	0	0
1	almost	slt	B	arctic_a0147_slt	13	3.062	3.5120001	[0.339692, 0.281784]	1	0	0	2
0	.	slt	B	arctic_a0147_slt	14	3.5120001	3.53075		0	0	0	0
2	madness	slt	B	arctic_a0147_slt	15	3.53075	4.0869999	[0.613742, 0.191034]	1	1	2	2
0	.	slt	B	arctic_a0147_slt	16	4.0869999	0.0		0	0	0	0
0	.	rms	B	arctic_a0148_rms	0	0.0	0.102		0	0	0	0
1	Now	rms	B	arctic_a0148_rms	1	0.102	0.472		0	0	0	0
0	these	rms	B	arctic_a0148_rms	2	0.472	0.81199998	[0.235846]	0	0	0	0
2	things	rms	B	arctic_a0148_rms	3	0.81199998	1.2920001	[0.354684]	1	1	2	1
0	had	rms	B	arctic_a0148_rms	4	1.2920001	1.462	[0.18685]	1	0	0	0
0	been	rms	B	arctic_a0148_rms	5	1.462	1.622	[0.044408]	0	0	0	0
2	struck	rms	B	arctic_a0148_rms	6	1.622	2.0420001	[0.079362]	0	1	0	1
2	dead	rms	B	arctic_a0148_rms	7	2.0420001	2.4820001	[0.777051]	1	2	3	2
1	within	rms	B	arctic_a0148_rms	8	2.4820001	2.9219999	[0.033704, 0.141142]	1	0	1	0
1	him	rms	B	arctic_a0148_rms	9	2.9219999	3.2320001	[0.100859]	0	0	0	1
0	.	rms	B	arctic_a0148_rms	10	3.2320001	0.0		0	0	0	0
0	.	slt	B	arctic_a0148_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0148_slt	1	0.0	0.19325		0	0	0	0
0	Now	slt	B	arctic_a0148_slt	2	0.19325	0.43075001		0	2	2	0
0	these	slt	B	arctic_a0148_slt	3	0.43075001	0.70574999	[0.309412]	0	0	0	1
2	things	slt	B	arctic_a0148_slt	4	0.70574999	1.0057499	[0.284217]	1	1	1	1
0	had	slt	B	arctic_a0148_slt	5	1.0057499	1.14325	[0.107846]	0	0	0	0
0	been	slt	B	arctic_a0148_slt	6	1.14325	1.2995	[0.123123]	0	0	0	0
1	struck	slt	B	arctic_a0148_slt	7	1.2995	1.61825	[0.271912]	0	2	0	2
0	.	slt	B	arctic_a0148_slt	8	1.61825	1.66825		0	0	0	0
2	dead	slt	B	arctic_a0148_slt	9	1.66825	1.90575	[0.385398]	1	0	2	1
2	within	slt	B	arctic_a0148_slt	10	1.90575	2.2557499	[0.069796, 0.133616]	1	0	0	1
1	him	slt	B	arctic_a0148_slt	11	2.2557499	2.46825	[0.141427]	1	0	1	1
0	.	slt	B	arctic_a0148_slt	12	2.46825	0.0		0	0	0	0
0	.	rms	B	arctic_a0149_rms	0	0.0	0.071999997		0	0	0	0
0	For	rms	B	arctic_a0149_rms	1	0.071999997	0.39199999		0	0	0	0
0	an	rms	B	arctic_a0149_rms	2	0.39199999	0.51200002	[0.265205]	0	0	0	0
2	instant	rms	B	arctic_a0149_rms	3	0.51200002	1.002	[0.478949, 0.151557]	1	1	3	2
0	he	rms	B	arctic_a0149_rms	4	1.002	1.132	[0.112938]	0	0	0	0
0	saw	rms	B	arctic_a0149_rms	5	1.132	1.382	[0.586276]	1	0	0	0
1	Pierre	rms	B	arctic_a0149_rms	6	1.382	1.872	[0.258536, 0.187625]	0	0	1	1
2	drawn	rms	B	arctic_a0149_rms	7	1.872	2.302	[1.199559]	1	2	2	3
0	like	rms	B	arctic_a0149_rms	8	2.302	2.582	[0.133889]	0	0	0	0
0	a	rms	B	arctic_a0149_rms	9	2.582	2.622	[0.176272]	1	0	0	0
1	silhouette	rms	B	arctic_a0149_rms	10	2.622	3.1619999	[0.056275, 0.035292, 0.247814]	1	1	2	1
0	against	rms	B	arctic_a0149_rms	11	3.1619999	3.642	[0.253729]	1	0	0	2
0	the	rms	B	arctic_a0149_rms	12	3.642	3.802	[0.013508]	0	0	0	0
2	sky	rms	B	arctic_a0149_rms	13	3.802	4.382	[0.013508, 0.832629]	1	1	2	1
0	.	rms	B	arctic_a0149_rms	14	4.382	0.0		0	0	0	0
0	.	slt	B	arctic_a0149_slt	0	0.0	0.080750003		0	0	0	0
0	For	slt	B	arctic_a0149_slt	1	0.080750003	0.3495	[0.042572]	0	0	0	0
0	an	slt	B	arctic_a0149_slt	2	0.3495	0.40575001	[0.042572]	0	0	0	0
2	instant	slt	B	arctic_a0149_slt	3	0.40575001	0.8495	[0.343101, 0.226221]	1	2	2	3
0	he	slt	B	arctic_a0149_slt	4	0.8495	0.98075002	[0.064569]	0	0	0	0
0	saw	slt	B	arctic_a0149_slt	5	0.98075002	1.2557499	[0.822676]	1	1	0	0
2	Pierre	slt	B	arctic_a0149_slt	6	1.2557499	1.637	[0.161817, 0.139376]	0	0	0	1
2	drawn	slt	B	arctic_a0149_slt	7	1.637	1.99325	[0.540739]	1	1	1	1
0	like	slt	B	arctic_a0149_slt	8	1.99325	2.1745	[0.132411]	0	0	0	0
0	a	slt	B	arctic_a0149_slt	9	2.1745	2.21825	[0.054195]	0	0	0	0
2	silhouette	slt	B	arctic_a0149_slt	10	2.21825	2.812	[0.183664, 0.042241, 0.303522]	2	1	2	1
0	against	slt	B	arctic_a0149_slt	11	2.812	3.1932499	[0.107282, 0.121936]	0	0	0	0
0	the	slt	B	arctic_a0149_slt	12	3.1932499	3.2869999	[0.03028]	0	0	0	0
2	sky	slt	B	arctic_a0149_slt	13	3.2869999	3.7869999	[0.903353]	1	1	2	0
0	.	slt	B	arctic_a0149_slt	14	3.7869999	0.0		0	0	0	0
0	.	rms	B	arctic_a0150_rms	0	0.0	0.071999997		0	0	0	0
2	Goodbye	rms	B	arctic_a0150_rms	1	0.071999997	0.58200002	[0.9]	1	2	3	3
1	Pierre	rms	B	arctic_a0150_rms	2	0.58200002	1.152	[0.158638, 0.040077]	0	0	2	1
0	he	rms	B	arctic_a0150_rms	3	1.152	1.322	[0.05809]	0	0	0	0
2	shouted	rms	B	arctic_a0150_rms	4	1.322	1.872	[0.21919, 0.075503]	1	2	1	1
0	.	rms	B	arctic_a0150_rms	5	1.872	0.0		0	0	0	0
0	.	slt	B	arctic_a0150_slt	0	0.0	0.18075		0	0	0	0
2	Goodbye	slt	B	arctic_a0150_slt	1	0.18075	0.57450002	[0.9]	1	2	2	2
1	Pierre	slt	B	arctic_a0150_slt	2	0.57450002	1.0057499	[0.159458, 0.218623]	1	0	1	3
0	he	slt	B	arctic_a0150_slt	3	1.0057499	1.1307499	[0.047984]	0	0	0	0
2	shouted	slt	B	arctic_a0150_slt	4	1.1307499	1.6932499	[0.512475, 0.161123]	1	2	2	1
0	.	slt	B	arctic_a0150_slt	5	1.6932499	0.0		0	0	0	0
0	.	rms	B	arctic_a0151_rms	0	0.0	0.092		0	0	0	0
0	And	rms	B	arctic_a0151_rms	1	0.092	0.46200001		0	2	2	0
