todd	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	mallory	joe	david
0	was	slt	A	arctic_a0037_slt	2	0.36199999	0.56825	[0.098486]	0	0	0	0
0	the	slt	A	arctic_a0037_slt	3	0.56825	0.70574999	[0.123758]	0	0	0	0
2	only	slt	A	arctic_a0037_slt	4	0.70574999	0.93699998	[0.396416, 0.133391]	1	0	1	1
0	one	slt	A	arctic_a0037_slt	5	0.93699998	1.20575	[0.206568]	1	0	1	1
0	who	slt	A	arctic_a0037_slt	6	1.20575	1.36825	[0.122735]	0	0	0	0
0	remained	slt	A	arctic_a0037_slt	7	1.36825	1.76825	[0.022646, 0.259446]	1	0	0	2
0	sitting	slt	A	arctic_a0037_slt	8	1.76825	2.2244999	[0.199025, 0.083015]	1	0	1	2
0	.	slt	A	arctic_a0037_slt	9	2.2244999	0.0		0	0	0	0
0	.	rms	A	arctic_a0038_rms	0	0.0	0.092		0	0	0	0
0	Well	rms	A	arctic_a0038_rms	1	0.092	0.322	[0.175927]	0	0	0	0
1	have	rms	A	arctic_a0038_rms	2	0.322	0.56199998	[0.761214]	1	0	1	0
0	to	rms	A	arctic_a0038_rms	3	0.56199998	0.65200001	[0.201214]	0	0	0	0
2	watch	rms	A	arctic_a0038_rms	4	0.65200001	1.0420001	[0.925918]	1	1	1	2
0	our	rms	A	arctic_a0038_rms	5	1.0420001	1.242	[0.422614, 0.743635]	1	0	0	0
2	chances	rms	A	arctic_a0038_rms	6	1.242	1.962	[0.841475, 0.220339]	1	1	1	2
0	.	rms	A	arctic_a0038_rms	7	1.962	0.0		0	0	0	0
0	.	slt	A	arctic_a0038_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0038_slt	1	0.0	0.18700001		0	0	0	0
0	Well	slt	A	arctic_a0038_slt	2	0.18700001	0.37450001	[0.128265]	0	1	0	0
2	have	slt	A	arctic_a0038_slt	3	0.37450001	0.60575002	[0.942057]	1	0	2	0
0	to	slt	A	arctic_a0038_slt	4	0.60575002	0.70574999	[0.036731]	0	0	0	0
2	watch	slt	A	arctic_a0038_slt	5	0.70574999	1.05575	[0.036731, 0.627891, 0.026]	1	1	1	1
0	our	slt	A	arctic_a0038_slt	6	1.05575	1.1307499	[0.026, 0.126448]	0	0	0	0
1	chances	slt	A	arctic_a0038_slt	7	1.1307499	1.8182499	[0.410872, 0.110367]	1	0	0	1
0	.	slt	A	arctic_a0038_slt	8	1.8182499	0.0		0	0	0	0
0	.	rms	A	arctic_a0039_rms	0	0.0	0.082000002		0	0	0	0
0	The	rms	A	arctic_a0039_rms	1	0.082000002	0.222	[0.080014]	0	0	0	0
1	ship	rms	A	arctic_a0039_rms	2	0.222	0.57200003	[0.080014, 0.481591]	1	1	2	2
0	should	rms	A	arctic_a0039_rms	3	0.57200003	0.81199998	[0.504629]	1	0	0	0
0	be	rms	A	arctic_a0039_rms	4	0.81199998	0.96200001		0	0	0	0
2	in	rms	A	arctic_a0039_rms	5	0.96200001	1.192	[0.849212]	1	0	1	2
0	within	rms	A	arctic_a0039_rms	6	1.192	1.492	[0.06104, 0.15148]	1	0	0	0
0	a	rms	A	arctic_a0039_rms	7	1.492	1.522	[0.058875]	0	0	0	0
1	week	rms	A	arctic_a0039_rms	8	1.522	1.7920001	[0.058875, 0.480876]	1	1	1	2
0	or	rms	A	arctic_a0039_rms	9	1.7920001	1.902	[0.036538]	0	0	0	0
1	ten	rms	A	arctic_a0039_rms	10	1.902	2.2019999	[0.316559]	0	1	1	1
1	days	rms	A	arctic_a0039_rms	11	2.2019999	2.7620001	[0.909854]	1	0	1	2
0	.	rms	A	arctic_a0039_rms	12	2.7620001	0.0		0	0	0	0
0	.	slt	A	arctic_a0039_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0039_slt	1	0.0	0.19325		0	0	0	0
0	The	slt	A	arctic_a0039_slt	2	0.19325	0.24950001	[0.072717]	0	0	0	0
2	ship	slt	A	arctic_a0039_slt	3	0.24950001	0.56825	[0.072717, 0.911663]	1	2	1	2
0	should	slt	A	arctic_a0039_slt	4	0.56825	0.79325002	[0.297293]	0	0	0	0
0	be	slt	A	arctic_a0039_slt	5	0.79325002	0.9745	[1.083192]	1	0	0	0
0	in	slt	A	arctic_a0039_slt	6	0.9745	1.10575	[0.482551]	0	0	1	2
0	within	slt	A	arctic_a0039_slt	7	1.10575	1.437	[0.076008, 0.13669, 0.069508]	1	1	0	0
0	a	slt	A	arctic_a0039_slt	8	1.437	1.462	[0.069508]	0	0	0	0
2	week	slt	A	arctic_a0039_slt	9	1.462	1.76825	[0.069508, 0.300682]	1	0	1	2
0	or	slt	A	arctic_a0039_slt	10	1.76825	1.86825	[0.117942]	0	0	0	0
2	ten	slt	A	arctic_a0039_slt	11	1.86825	2.1682501	[0.27011]	0	0	0	1
1	days	slt	A	arctic_a0039_slt	12	2.1682501	2.612	[0.736622]	1	0	0	2
0	.	slt	A	arctic_a0039_slt	13	2.612	0.0		0	0	0	0
0	.	rms	A	arctic_a0040_rms	0	0.0	0.112		0	0	0	0
0	I	rms	A	arctic_a0040_rms	1	0.112	0.23199999	[0.9]	1	0	0	0
2	suppose	rms	A	arctic_a0040_rms	2	0.23199999	0.74199998	[0.099805, 0.503971]	1	2	1	1
0	you	rms	A	arctic_a0040_rms	3	0.74199998	0.852	[0.112427]	0	0	0	0
0	wonder	rms	A	arctic_a0040_rms	4	0.852	1.1720001	[0.517854, 0.113865]	1	0	1	1
0	why	rms	A	arctic_a0040_rms	5	1.1720001	1.4119999	[0.549915]	1	0	0	0
0	she	rms	A	arctic_a0040_rms	6	1.4119999	1.6619999	[0.259018]	0	0	0	0
0	is	rms	A	arctic_a0040_rms	7	1.6619999	1.7920001	[0.089457]	0	0	0	0
1	coming	rms	A	arctic_a0040_rms	8	1.7920001	2.132	[0.106767, 0.038665]	1	0	1	1
0	up	rms	A	arctic_a0040_rms	9	2.132	2.2820001	[0.20057]	1	0	0	2
0	here	rms	A	arctic_a0040_rms	10	2.2820001	2.592	[0.130137]	0	0	0	1
0	.	rms	A	arctic_a0040_rms	11	2.592	0.0		0	0	0	0
0	.	slt	A	arctic_a0040_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0040_slt	1	0.0	0.19325		0	0	0	0
0	I	slt	A	arctic_a0040_slt	2	0.19325	0.287	[0.416592]	1	0	0	0
2	suppose	slt	A	arctic_a0040_slt	3	0.287	0.74949998	[0.114325, 0.9]	1	1	1	1
0	you	slt	A	arctic_a0040_slt	4	0.74949998	0.81825	[0.455853]	0	0	0	0
0	wonder	slt	A	arctic_a0040_slt	5	0.81825	1.112	[0.647735, 0.199257]	1	1	1	2
0	why	slt	A	arctic_a0040_slt	6	1.112	1.312	[0.498849]	1	0	0	0
0	she	slt	A	arctic_a0040_slt	7	1.312	1.5245	[0.165796]	0	0	0	0
0	is	slt	A	arctic_a0040_slt	8	1.5245	1.64325	[0.064172]	0	0	0	0
2	coming	slt	A	arctic_a0040_slt	9	1.64325	1.96825	[0.095694, 0.06336]	1	1	1	1
0	up	slt	A	arctic_a0040_slt	10	1.96825	2.1307499	[0.374411]	1	0	0	1
0	here	slt	A	arctic_a0040_slt	11	2.1307499	2.46825	[0.130043]	0	0	0	2
0	.	slt	A	arctic_a0040_slt	12	2.46825	0.0		0	0	0	0
0	.	rms	A	arctic_a0041_rms	0	0.0	0.061999999		0	0	0	0
2	Meanwhile	rms	A	arctic_a0041_rms	1	0.061999999	0.75199997	[0.822597, 0.371008]	1	1	1	1
0	I'll	rms	A	arctic_a0041_rms	2	0.75199997	0.93199998	[0.045031]	0	0	0	0
0	go	rms	A	arctic_a0041_rms	3	0.93199998	1.102		0	0	0	0
0	out	rms	A	arctic_a0041_rms	4	1.102	1.262	[0.009535]	0	0	1	2
0	to	rms	A	arctic_a0041_rms	5	1.262	1.392	[0.009535, 0.042667]	0	0	0	0
2	breathe	rms	A	arctic_a0041_rms	6	1.392	1.682	[0.701091]	1	2	1	2
0	a	rms	A	arctic_a0041_rms	7	1.682	1.712	[0.042342]	0	0	0	0
0	spell	rms	A	arctic_a0041_rms	8	1.712	2.1919999	[0.042342, 0.258196]	1	1	1	1
0	.	rms	A	arctic_a0041_rms	9	2.1919999	0.0		0	0	0	0
0	.	slt	A	arctic_a0041_slt	0	0.0	0.18700001		0	0	0	0
2	Meanwhile	slt	A	arctic_a0041_slt	1	0.18700001	0.73075002	[0.697393, 0.9]	1	0	1	1
0	I'll	slt	A	arctic_a0041_slt	2	0.73075002	0.88700002	[0.47171]	0	0	0	0
0	go	slt	A	arctic_a0041_slt	3	0.88700002	1.05575	[0.202883]	0	0	0	0
0	out	slt	A	arctic_a0041_slt	4	1.05575	1.23075	[0.551725]	1	0	0	1
0	to	slt	A	arctic_a0041_slt	5	1.23075	1.362	[0.028868]	0	0	0	0
2	breathe	slt	A	arctic_a0041_slt	6	1.362	1.65575	[0.028868, 0.431888]	1	1	1	2
0	a	slt	A	arctic_a0041_slt	7	1.65575	1.70575	[0.070945]	0	0	0	0
1	spell	slt	A	arctic_a0041_slt	8	1.70575	2.1807499	[0.439929]	1	1	1	1
0	.	slt	A	arctic_a0041_slt	9	2.1807499	0.0		0	0	0	0
0	.	rms	A	arctic_a0042_rms	0	0.0	0.061999999		0	0	0	0
0	How	rms	A	arctic_a0042_rms	1	0.061999999	0.292		0	0	2	0
0	could	rms	A	arctic_a0042_rms	2	0.292	0.55199999	[0.197052]	0	0	0	0
0	he	rms	A	arctic_a0042_rms	3	0.55199999	0.65200001	[0.302626]	1	1	0	0
2	explain	rms	A	arctic_a0042_rms	4	0.65200001	1.242	[0.269848, 0.901468]	1	0	2	2
0	his	rms	A	arctic_a0042_rms	5	1.242	1.4220001	[0.190735]	0	0	0	0
1	possession	rms	A	arctic_a0042_rms	6	1.4220001	1.982	[0.115113, 0.392568, 0.029694]	1	1	1	2
0	of	rms	A	arctic_a0042_rms	7	1.982	2.142	[0.127861]	1	0	0	0
0	the	rms	A	arctic_a0042_rms	8	2.142	2.2119999	[0.053325]	0	0	0	0
1	sketch	rms	A	arctic_a0042_rms	9	2.2119999	2.822	[0.053325, 0.657351]	1	1	1	2
0	.	rms	A	arctic_a0042_rms	10	2.822	0.0		0	0	0	0
0	.	slt	A	arctic_a0042_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0042_slt	1	0.0	0.15575001		0	0	0	0
2	How	slt	A	arctic_a0042_slt	2	0.15575001	0.35574999	[0.9]	1	0	1	0
0	could	slt	A	arctic_a0042_slt	3	0.35574999	0.537	[0.350996]	0	0	0	0
0	he	slt	A	arctic_a0042_slt	4	0.537	0.67449999	[0.254073]	0	0	0	0
1	explain	slt	A	arctic_a0042_slt	5	0.67449999	1.14325	[0.082991, 0.170019]	1	0	1	2
0	his	slt	A	arctic_a0042_slt	6	1.14325	1.3245	[0.038247]	0	1	0	0
1	possession	slt	A	arctic_a0042_slt	7	1.3245	1.8245	[0.04121, 0.295, 0.018471]	1	1	1	2
0	of	slt	A	arctic_a0042_slt	8	1.8245	1.962	[0.06572]	0	0	0	0
0	the	slt	A	arctic_a0042_slt	9	1.962	2.03075	[0.070636]	0	0	0	0
1	sketch	slt	A	arctic_a0042_slt	10	2.03075	2.59325	[0.37778]	1	1	1	2
0	.	slt	A	arctic_a0042_slt	11	2.59325	0.0		0	0	0	0
0	.	rms	A	arctic_a0043_rms	0	0.0	0.102		0	0	0	0
0	It	rms	A	arctic_a0043_rms	1	0.102	0.222	[0.3845]	0	0	0	0
0	seemed	rms	A	arctic_a0043_rms	2	0.222	0.62199998	[0.823567]	1	0	1	0
2	nearer	rms	A	arctic_a0043_rms	3	0.62199998	1.0319999	[0.851926, 0.9]	1	2	1	2
0	to	rms	A	arctic_a0043_rms	4	1.0319999	1.222	[0.262251]	0	0	0	0
0	him	rms	A	arctic_a0043_rms	5	1.222	1.522	[0.345705]	1	0	0	1
0	since	rms	A	arctic_a0043_rms	6	1.522	1.862	[0.157783]	0	0	0	0
0	he	rms	A	arctic_a0043_rms	7	1.862	1.952		0	0	0	0
0	had	rms	A	arctic_a0043_rms	8	1.952	2.122	[0.260385]	0	0	0	0
1	seen	rms	A	arctic_a0043_rms	9	2.122	2.4719999	[0.748471]	1	0	0	2
0	and	rms	A	arctic_a0043_rms	10	2.4719999	2.642	[0.090259]	0	0	0	0
1	talked	rms	A	arctic_a0043_rms	11	2.642	2.9419999	[0.789259]	1	0	1	2
0	with	rms	A	arctic_a0043_rms	12	2.9419999	3.102	[0.068813]	0	0	0	0
1	Gregson	rms	A	arctic_a0043_rms	13	3.102	3.632	[0.263059, 0.215115]	1	1	1	2
0	.	rms	A	arctic_a0043_rms	14	3.632	0.0		0	0	0	0
0	.	slt	A	arctic_a0043_slt	0	0.0	0.20575		0	0	0	0
0	It	slt	A	arctic_a0043_slt	1	0.20575	0.31200001	[0.199614]	0	0	0	0
0	seemed	slt	A	arctic_a0043_slt	2	0.31200001	0.58074999	[0.470905]	0	0	0	0
2	nearer	slt	A	arctic_a0043_slt	3	0.58074999	0.93699998	[0.692006, 0.192725]	1	2	2	2
0	to	slt	A	arctic_a0043_slt	4	0.93699998	1.09325	[0.233901]	1	0	0	0
0	him	slt	A	arctic_a0043_slt	5	1.09325	1.34325	[0.253073]	1	0	0	0
0	since	slt	A	arctic_a0043_slt	6	1.34325	1.587	[0.060492]	0	0	0	0
0	he	slt	A	arctic_a0043_slt	7	1.587	1.68075	[0.180808]	1	0	0	0
0	had	slt	A	arctic_a0043_slt	8	1.68075	1.83075	[0.107846]	0	0	0	0
1	seen	slt	A	arctic_a0043_slt	9	1.83075	2.08075	[0.422149]	1	1	1	1
0	and	slt	A	arctic_a0043_slt	10	2.08075	2.2307501	[0.224931]	0	0	0	0
1	talked	slt	A	arctic_a0043_slt	11	2.2307501	2.5557499	[0.91743]	1	1	1	1
0	with	slt	A	arctic_a0043_slt	12	2.5557499	2.6995001	[0.047104]	0	0	0	0
2	Gregson	slt	A	arctic_a0043_slt	13	2.6995001	3.2932501	[0.461416, 0.14312]	1	2	1	1
0	.	slt	A	arctic_a0043_slt	14	3.2932501	0.0		0	0	0	0
0	.	rms	A	arctic_a0044_rms	0	0.0	0.071999997		0	0	0	0
0	Her	rms	A	arctic_a0044_rms	1	0.071999997	0.33199999	[0.747334]	0	0	0	0
2	own	rms	A	arctic_a0044_rms	2	0.33199999	0.542	[1.131062]	1	1	2	1
0	betrayal	rms	A	arctic_a0044_rms	3	0.542	1.122	[0.476776, 0.866209, 0.456754]	1	1	2	2
0	of	rms	A	arctic_a0044_rms	4	1.122	1.262	[0.179288]	0	0	0	0
2	herself	rms	A	arctic_a0044_rms	5	1.262	1.842	[0.45718, 0.23012]	1	0	2	2
0	was	rms	A	arctic_a0044_rms	6	1.842	1.982	[0.065574]	0	0	0	0
0	like	rms	A	arctic_a0044_rms	7	1.982	2.2019999	[0.352189]	1	0	0	0
1	tonic	rms	A	arctic_a0044_rms	8	2.2019999	2.602	[0.424012, 0.140076]	1	2	1	2
0	to	rms	A	arctic_a0044_rms	9	2.602	2.7320001	[0.035424]	0	1	0	0
1	Philip	rms	A	arctic_a0044_rms	10	2.7320001	3.2219999	[0.035424, 0.118682, 0.071642]	1	2	1	2
0	.	rms	A	arctic_a0044_rms	11	3.2219999	0.0		0	0	0	0
0	.	slt	A	arctic_a0044_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0044_slt	1	0.0	0.162		0	0	0	0
0	Her	slt	A	arctic_a0044_slt	2	0.162	0.38699999	[0.9]	1	0	0	0
2	own	slt	A	arctic_a0044_slt	3	0.38699999	0.62449998	[0.271355]	0	0	1	1
0	betrayal	slt	A	arctic_a0044_slt	4	0.62449998	1.16825	[0.153237, 0.352454, 0.05845]	1	1	1	2
0	of	slt	A	arctic_a0044_slt	5	1.16825	1.262	[0.071666]	1	0	0	0
0	herself	slt	A	arctic_a0044_slt	6	1.262	1.7244999	[0.036984, 0.126671]	1	0	1	1
0	was	slt	A	arctic_a0044_slt	7	1.7244999	1.85575	[0.022247]	0	0	0	0
0	like	slt	A	arctic_a0044_slt	8	1.85575	2.0745001	[0.104885]	0	0	0	0
2	tonic	slt	A	arctic_a0044_slt	9	2.0745001	2.437	[0.306609, 0.107881]	1	2	1	2
0	to	slt	A	arctic_a0044_slt	10	2.437	2.5432501	[0.0146]	0	0	0	0
0	Philip	slt	A	arctic_a0044_slt	11	2.5432501	3.03075	[0.037176, 0.17373]	1	1	1	1
0	.	slt	A	arctic_a0044_slt	12	3.03075	0.0		0	0	0	0
0	.	rms	A	arctic_a0045_rms	0	0.0	0.032000002		0	0	0	0
0	He	rms	A	arctic_a0045_rms	1	0.032000002	0.192	[0.138677]	0	1	0	0
0	moved	rms	A	arctic_a0045_rms	2	0.192	0.51200002	[0.791881]	1	0	1	0
2	away	rms	A	arctic_a0045_rms	3	0.51200002	0.94199997	[0.072775, 0.70517]	1	1	1	2
0	as	rms	A	arctic_a0045_rms	4	0.94199997	1.112	[0.170853]	0	0	0	0
2	quietly	rms	A	arctic_a0045_rms	5	1.112	1.742	[0.968111, 0.068749, 0.389325]	1	0	1	2
0	as	rms	A	arctic_a0045_rms	6	1.742	1.932	[0.160175]	0	0	0	0
0	he	rms	A	arctic_a0045_rms	7	1.932	2.0320001	[0.204403]	1	0	0	0
0	had	rms	A	arctic_a0045_rms	8	2.0320001	2.1719999	[0.066315]	0	0	0	0
1	come	rms	A	arctic_a0045_rms	9	2.1719999	2.562	[0.399415]	1	0	1	2
0	.	rms	A	arctic_a0045_rms	10	2.562	0.0		0	0	0	0
0	.	slt	A	arctic_a0045_slt	0	0.0	0.13075		0	0	0	0
0	He	slt	A	arctic_a0045_slt	1	0.13075	0.26824999	[0.147129]	0	0	0	0
2	moved	slt	A	arctic_a0045_slt	2	0.26824999	0.56825	[0.337096]	1	0	1	0
1	away	slt	A	arctic_a0045_slt	3	0.56825	0.92449999	[0.127878, 0.9, 0.237685]	1	2	1	1
0	as	slt	A	arctic_a0045_slt	4	0.92449999	1.0245	[0.237685]	0	0	0	0
2	quietly	slt	A	arctic_a0045_slt	5	1.0245	1.5245	[0.962463, 0.097896, 0.149191]	1	0	1	2
0	as	slt	A	arctic_a0045_slt	6	1.5245	1.6619999	[0.148546]	1	0	0	0
0	he	slt	A	arctic_a0045_slt	7	1.6619999	1.7869999	[0.111032]	0	0	0	0
0	had	slt	A	arctic_a0045_slt	8	1.7869999	1.93075	[0.134223]	0	0	0	0
2	come	slt	A	arctic_a0045_slt	9	1.93075	2.312	[0.28038]	1	1	1	2
0	.	slt	A	arctic_a0045_slt	10	2.312	0.0		0	0	0	0
0	.	rms	A	arctic_a0046_rms	0	0.0	0.102		0	0	0	0
0	The	rms	A	arctic_a0046_rms	1	0.102	0.212	[0.135718]	0	0	0	0
2	girl	rms	A	arctic_a0046_rms	2	0.212	0.52200001	[0.571528]	1	1	1	0
0	faced	rms	A	arctic_a0046_rms	3	0.52200001	0.92199999	[0.494702]	1	1	1	2
2	him	rms	A	arctic_a0046_rms	4	0.92199999	1.212	[0.236658]	0	2	0	0
0	her	rms	A	arctic_a0046_rms	5	1.212	1.562	[0.36563]	0	0	0	0
2	eyes	rms	A	arctic_a0046_rms	6	1.562	1.932	[0.902445]	1	0	0	1
0	shining	rms	A	arctic_a0046_rms	7	1.932	2.392	[0.361683, 0.083643]	1	1	1	1
0	with	rms	A	arctic_a0046_rms	8	2.392	2.5420001	[0.039895]	0	0	0	0
0	sudden	rms	A	arctic_a0046_rms	9	2.5420001	2.882	[0.279299, 0.015962]	1	2	0	1
2	fear	rms	A	arctic_a0046_rms	10	2.882	3.342	[0.378445]	1	1	0	2
0	.	rms	A	arctic_a0046_rms	11	3.342	0.0		0	0	0	0
0	.	slt	A	arctic_a0046_slt	0	0.0	0.16824999		0	0	0	0
0	The	slt	A	arctic_a0046_slt	1	0.16824999	0.24325	[0.041545]	0	0	0	0
0	girl	slt	A	arctic_a0046_slt	2	0.24325	0.48699999	[0.041545, 0.734304]	1	0	1	0
2	faced	slt	A	arctic_a0046_slt	3	0.48699999	0.94325	[0.60044]	1	2	1	2
0	him	slt	A	arctic_a0046_slt	4	0.94325	1.2495	[0.525433]	1	0	0	0
0	.	slt	A	arctic_a0046_slt	5	1.2495	1.3745		0	0	0	0
0	her	slt	A	arctic_a0046_slt	6	1.3745	1.5682499	[0.332967]	0	0	0	0
0	eyes	slt	A	arctic_a0046_slt	7	1.5682499	1.7557499	[0.953159]	1	0	0	2
1	shining	slt	A	arctic_a0046_slt	8	1.7557499	2.20575	[0.323273, 0.089879]	0	1	1	1
0	with	slt	A	arctic_a0046_slt	9	2.20575	2.34325	[0.02797]	0	0	0	0
0	sudden	slt	A	arctic_a0046_slt	10	2.34325	2.7307501	[0.374259, 0.127517]	1	0	0	1
2	fear	slt	A	arctic_a0046_slt	11	2.7307501	3.1807499	[0.228445]	1	0	0	2
0	.	slt	A	arctic_a0046_slt	12	3.1807499	0.0		0	0	0	0
0	.	rms	A	arctic_a0047_rms	0	0.0	0.061999999		0	0	0	0
0	Close	rms	A	arctic_a0047_rms	1	0.061999999	0.442	[0.425078]	1	1	1	0
2	beside	rms	A	arctic_a0047_rms	2	0.442	0.94199997	[0.116081, 0.869662]	1	0	0	1
0	him	rms	A	arctic_a0047_rms	3	0.94199997	1.222	[0.120272]	0	0	0	0
2	gleamed	rms	A	arctic_a0047_rms	4	1.222	1.642	[0.577036]	1	2	1	1
0	the	rms	A	arctic_a0047_rms	5	1.642	1.762	[0.08914]	0	0	0	0
2	white	rms	A	arctic_a0047_rms	6	1.762	2.082	[0.08914, 0.606378]	1	0	1	1
2	fangs	rms	A	arctic_a0047_rms	7	2.082	2.7119999	[0.925608]	1	2	1	2
0	of	rms	A	arctic_a0047_rms	8	2.7119999	2.852	[0.099462]	0	0	0	0
0	the	rms	A	arctic_a0047_rms	9	2.852	2.9119999	[0.021157, 0.049739]	1	0	0	0
2	wolf	rms	A	arctic_a0047_rms	10	2.9119999	3.2219999	[0.049739]	1	0	1	2
1	dog	rms	A	arctic_a0047_rms	11	3.2219999	3.6819999	[0.470616]	1	0	0	1
0	.	rms	A	arctic_a0047_rms	12	3.6819999	0.0		0	0	0	0
0	.	slt	A	arctic_a0047_slt	0	0.0	0.093249999		0	0	0	0
0	Close	slt	A	arctic_a0047_slt	1	0.093249999	0.42449999	[0.288882]	1	0	0	0
1	beside	slt	A	arctic_a0047_slt	2	0.42449999	0.83700001	[0.098606, 0.913248]	1	0	0	1
1	him	slt	A	arctic_a0047_slt	3	0.83700001	1.062	[0.171914]	0	0	0	0
0	gleamed	slt	A	arctic_a0047_slt	4	1.062	1.4119999	[0.160732]	1	2	0	1
0	the	slt	A	arctic_a0047_slt	5	1.4119999	1.48075	[0.064871]	0	0	0	0
0	white	slt	A	arctic_a0047_slt	6	1.48075	1.737	[0.453448]	1	2	1	1
0	fangs	slt	A	arctic_a0047_slt	7	1.737	2.1619999	[0.513358]	1	2	1	2
0	of	slt	A	arctic_a0047_slt	8	2.1619999	2.2557499	[0.047448]	0	0	0	0
0	the	slt	A	arctic_a0047_slt	9	2.2557499	2.34325	[0.126202]	1	0	0	0
2	wolf	slt	A	arctic_a0047_slt	10	2.34325	2.6682501	[0.048502]	0	0	1	1
1	dog	slt	A	arctic_a0047_slt	11	2.6682501	3.0432501	[0.551946]	1	0	1	1
0	.	slt	A	arctic_a0047_slt	12	3.0432501	0.0		0	0	0	0
0	.	rms	A	arctic_a0048_rms	0	0.0	0.061999999		0	0	0	0
0	He	rms	A	arctic_a0048_rms	1	0.061999999	0.28200001	[0.970562]	1	0	0	0
0	looked	rms	A	arctic_a0048_rms	2	0.28200001	0.53200001	[0.027789]	0	1	1	1
0	at	rms	A	arctic_a0048_rms	3	0.53200001	0.64200002	[0.244828]	0	0	0	0
0	the	rms	A	arctic_a0048_rms	4	0.64200002	0.722	[0.419428]	1	0	0	0
2	handkerchief	rms	A	arctic_a0048_rms	5	0.722	1.502	[0.325013, 0.208853, 0.403475]	1	0	1	2
0	more	rms	A	arctic_a0048_rms	6	1.502	1.762	[0.243542]	1	0	0	0
0	closely	rms	A	arctic_a0048_rms	7	1.762	2.372	[0.173752, 0.098603]	0	1	0	2
0	.	rms	A	arctic_a0048_rms	8	2.372	0.0		0	0	0	0
0	.	slt	A	arctic_a0048_slt	0	0.0	0.13699999		0	0	0	0
0	He	slt	A	arctic_a0048_slt	1	0.13699999	0.24325	[0.119198]	0	0	0	0
0	looked	slt	A	arctic_a0048_slt	2	0.24325	0.48074999	[0.119198, 0.15026]	0	2	1	1
0	at	slt	A	arctic_a0048_slt	3	0.48074999	0.56825	[0.529987]	1	0	0	0
0	the	slt	A	arctic_a0048_slt	4	0.56825	0.64324999	[0.324945]	0	0	0	0
0	handkerchief	slt	A	arctic_a0048_slt	5	0.64324999	1.137	[0.496376, 0.241781, 0.424728]	1	0	1	2
2	more	slt	A	arctic_a0048_slt	6	1.137	1.637	[0.794944]	1	1	1	2
0	.	slt	A	arctic_a0048_slt	7	1.637	1.7869999		0	0	0	0
2	closely	slt	A	arctic_a0048_slt	8	1.7869999	2.4432499	[0.951689, 0.405828]	1	0	1	2
0	.	slt	A	arctic_a0048_slt	9	2.4432499	0.0		0	0	0	0
0	.	rms	A	arctic_a0049_rms	0	0.0	0.112		0	0	0	0
1	Gregson	rms	A	arctic_a0049_rms	1	0.112	0.58200002	[0.492744, 0.3435]	1	1	0	0
0	was	rms	A	arctic_a0049_rms	2	0.58200002	0.76200002	[0.234556]	0	0	0	0
2	asleep	rms	A	arctic_a0049_rms	3	0.76200002	1.362	[0.146062, 0.959677]	1	0	2	2
0	when	rms	A	arctic_a0049_rms	4	1.362	1.642	[0.320141]	0	0	0	0
0	he	rms	A	arctic_a0049_rms	5	1.642	1.7920001	[0.627341]	0	0	0	0
0	re	rms	A	arctic_a0049_rms	6	1.7920001	1.952		0	1	1	0
2	entered	rms	A	arctic_a0049_rms	7	1.952	2.2720001	[0.536657, 0.278379]	0	1	0	1
0	the	rms	A	arctic_a0049_rms	8	2.2720001	2.332	[0.114995]	0	0	0	0
2	cabin	rms	A	arctic_a0049_rms	9	2.332	2.852	[0.114995, 0.849244, 0.232728]	1	0	0	2
0	.	rms	A	arctic_a0049_rms	10	2.852	0.0		0	0	0	0
0	.	slt	A	arctic_a0049_slt	0	0.0	0.18075		0	0	0	0
2	Gregson	slt	A	arctic_a0049_slt	1	0.18075	0.62449998	[0.537775, 0.253809]	1	0	1	1
0	was	slt	A	arctic_a0049_slt	2	0.62449998	0.81199998	[0.139888]	0	0	0	0
0	asleep	slt	A	arctic_a0049_slt	3	0.81199998	1.23075	[0.161195, 0.420841]	1	1	1	2
0	when	slt	A	arctic_a0049_slt	4	1.23075	1.35575	[0.067444]	0	0	0	0
0	he	slt	A	arctic_a0049_slt	5	1.35575	1.4995	[0.124397]	0	0	0	0
0	re	slt	A	arctic_a0049_slt	6	1.4995	1.70575	[0.190705]	1	0	0	0
2	entered	slt	A	arctic_a0049_slt	7	1.70575	2.01825	[0.178878, 0.219609]	1	0	0	2
0	the	slt	A	arctic_a0049_slt	8	2.01825	2.0869999	[0.065676]	0	0	0	0
2	cabin	slt	A	arctic_a0049_slt	9	2.0869999	2.53075	[0.065676, 0.9, 0.126628]	1	0	1	2
0	.	slt	A	arctic_a0049_slt	10	2.53075	0.0		0	0	0	0
0	.	rms	A	arctic_a0050_rms	0	0.0	0.092		0	0	0	0
0	In	rms	A	arctic_a0050_rms	1	0.092	0.23199999	[0.50202]	0	1	0	0
0	spite	rms	A	arctic_a0050_rms	2	0.23199999	0.542	[0.669564]	1	1	1	1
