onset	offset	word	file	interval_no	tag1	tagger
1.165	1.215	the	thegoosethatlaidthegoldeneggs_08_3	8	[0.308012]	0
1.215	1.76	village	thegoosethatlaidthegoldeneggs_08_3	9	[0.789315, 0.260766]	1
1.76	0	0	thegoosethatlaidthegoldeneggs_08_3	10		0
0	0	0	thegoosethatlaidthegoldeneggs_09_1	0		0
0	0.255	0	thegoosethatlaidthegoldeneggs_09_1	1		0
0.255	0.505	One	thegoosethatlaidthegoldeneggs_09_1	2	[0.686405]	1
0.505	1.005	morning	thegoosethatlaidthegoldeneggs_09_1	3	[0.13346, 0.259625]	1
1.005	0	0	thegoosethatlaidthegoldeneggs_09_1	4		0
0	1.265	0	thegoosethatlaidthegoldeneggs_09_1	5		0
1.265	1.39	he	thegoosethatlaidthegoldeneggs_09_1	6	[0.162182]	0
1.39	1.8049999	found	thegoosethatlaidthegoldeneggs_09_1	7	[1.241025]	1
1.8049999	2.2950001	something	thegoosethatlaidthegoldeneggs_09_1	8	[0.616378, 0.0236]	0
2.2950001	3.0599999	strange	thegoosethatlaidthegoldeneggs_09_1	9	[0.71431]	1
3.0599999	0	0	thegoosethatlaidthegoldeneggs_09_1	10		0
0	0.039999999	0	thegoosethatlaidthegoldeneggs_09_5	0		0
0.039999999	0.22	One	thegoosethatlaidthegoldeneggs_09_5	1	[0.662511]	1
0.22	0.315	of	thegoosethatlaidthegoldeneggs_09_5	2	[0.246483]	0
0.315	0.345	0	thegoosethatlaidthegoldeneggs_09_5	3		0
0.345	0.50999999	the	thegoosethatlaidthegoldeneggs_09_5	4	[0.225658]	0
0.50999999	0.81	eggs	thegoosethatlaidthegoldeneggs_09_5	5	[0.460649]	1
0.81	0.82499999	0	thegoosethatlaidthegoldeneggs_09_5	6		0
0.82499999	0.995	was	thegoosethatlaidthegoldeneggs_09_5	7	[0.05855700000000001]	0
0.995	1.38	dark	thegoosethatlaidthegoldeneggs_09_5	8	[0.967561]	1
1.38	1.84	yellow	thegoosethatlaidthegoldeneggs_09_5	9	[0.622026, 0.45879]	0
1.84	2.0450001	and	thegoosethatlaidthegoldeneggs_09_5	10	[0.024694]	0
2.0450001	2.23	0	thegoosethatlaidthegoldeneggs_09_5	11		0
2.23	2.5550001	very	thegoosethatlaidthegoldeneggs_09_5	12	[1.135994, 0.22976]	1
2.5550001	3.04	heavy	thegoosethatlaidthegoldeneggs_09_5	13	[0.308079, 0.346192]	1
3.04	0	0	thegoosethatlaidthegoldeneggs_09_5	14		0
0	0.059999999	0	thegoosethatlaidthegoldeneggs_09_7	0		0
0.059999999	0.215	At	thegoosethatlaidthegoldeneggs_09_7	1	[0.169022]	0
0.215	0.74000001	first	thegoosethatlaidthegoldeneggs_09_7	2	[1.1446120000000002]	1
0.74000001	0	0	thegoosethatlaidthegoldeneggs_09_7	3		0
0	0	0	thegoosethatlaidthegoldeneggs_09_7	4		0
0	1.1950001	0	thegoosethatlaidthegoldeneggs_09_7	5		0
1.1950001	1.4400001	Tom	thegoosethatlaidthegoldeneggs_09_7	6	[0.808764]	1
1.4400001	1.775	thought	thegoosethatlaidthegoldeneggs_09_7	7	[0.127099]	0
1.775	1.855	it	thegoosethatlaidthegoldeneggs_09_7	8	[0.142536]	1
1.855	2.0150001	was	thegoosethatlaidthegoldeneggs_09_7	9	[0.08766499999999999]	0
2.0150001	2.0699999	a	thegoosethatlaidthegoldeneggs_09_7	10	[0.407784]	1
2.0699999	2.54	trick	thegoosethatlaidthegoldeneggs_09_7	11	[0.234643]	0
2.54	0	0	thegoosethatlaidthegoldeneggs_09_7	12		0
0	0.035	0	thegoosethatlaidthegoldeneggs_10_1	0		0
0.035	0.34	Elena	thegoosethatlaidthegoldeneggs_10_1	1	[1.023426, 0.184703, 0.082082]	1
0.34	0.53500003	was	thegoosethatlaidthegoldeneggs_10_1	2	[0.036297]	0
0.53500003	1.125	amazed	thegoosethatlaidthegoldeneggs_10_1	3	[0.063715, 1.093494]	1
1.125	0	0	thegoosethatlaidthegoldeneggs_10_1	4		0
0	0.029999999	0	thegoosethatlaidthegoldeneggs_10_5	0		0
0.029999999	0.175	It	thegoosethatlaidthegoldeneggs_10_5	1	[0.182362]	1
0.175	0.30500001	was	thegoosethatlaidthegoldeneggs_10_5	2	[0.123917]	0
0.30500001	0.375	a	thegoosethatlaidthegoldeneggs_10_5	3	[0.24417]	0
0.375	0.875	solid	thegoosethatlaidthegoldeneggs_10_5	4	[0.885129, 0.402148]	1
0.875	1.04	0	thegoosethatlaidthegoldeneggs_10_5	5		0
1.04	1.4349999	golden	thegoosethatlaidthegoldeneggs_10_5	6	[0.036613]	0
1.4349999	1.78	egg	thegoosethatlaidthegoldeneggs_10_5	7	[1.194834]	1
1.78	0	0	thegoosethatlaidthegoldeneggs_10_5	8		0
0	0.015	0	thegoosethatlaidthegoldeneggs_10_7	0		0
0.015	0.31	Tom	thegoosethatlaidthegoldeneggs_10_7	1	[1.115116]	1
0.31	0.48500001	took	thegoosethatlaidthegoldeneggs_10_7	2	[0.048543]	0
0.48500001	0.55000001	0	thegoosethatlaidthegoldeneggs_10_7	3		0
0.55000001	0.70999998	all	thegoosethatlaidthegoldeneggs_10_7	4	[1.131517]	1
0.70999998	0.86500001	the	thegoosethatlaidthegoldeneggs_10_7	5	[0.9]	1
0.86500001	1.16	eggs	thegoosethatlaidthegoldeneggs_10_7	6	[0.8480190000000001]	1
1.16	1.175	0	thegoosethatlaidthegoldeneggs_10_7	7		0
1.175	1.265	to	thegoosethatlaidthegoldeneggs_10_7	8	[0.104219]	0
1.265	1.345	the	thegoosethatlaidthegoldeneggs_10_7	9	[0.137961]	0
1.345	1.825	village	thegoosethatlaidthegoldeneggs_10_7	10	[0.137961, 0.283787, 0.247924]	1
1.825	0	0	thegoosethatlaidthegoldeneggs_10_7	11		0
0	0	0	thegoosethatlaidthegoldeneggs_10_9	0		0
0	0.14	0	thegoosethatlaidthegoldeneggs_10_9	1		0
0.14	0.435	Then	thegoosethatlaidthegoldeneggs_10_9	2	[1.275725]	1
0.435	0.53500003	he	thegoosethatlaidthegoldeneggs_10_9	3	[0.176146]	0
0.53500003	0.80500001	went	thegoosethatlaidthegoldeneggs_10_9	4	[0.176146, 0.222067]	0
0.80500001	0.875	to	thegoosethatlaidthegoldeneggs_10_9	5	[0.189141]	0
0.875	1.08	see	thegoosethatlaidthegoldeneggs_10_9	6	[0.189141, 0.428634]	1
1.08	1.1849999	the	thegoosethatlaidthegoldeneggs_10_9	7	[0.066987]	0
1.1849999	1.875	goldsmith	thegoosethatlaidthegoldeneggs_10_9	8	[0.219893, 0.11835]	1
1.875	0	0	thegoosethatlaidthegoldeneggs_10_9	9		0
0	0.029999999	0	thegoosethatlaidthegoldeneggs_11_1	0		0
0.029999999	0.14	The	thegoosethatlaidthegoldeneggs_11_1	1	[0.22579]	0
0.14	0.73500001	goldsmith	thegoosethatlaidthegoldeneggs_11_1	2	[0.391125, 0.295406]	1
0.73500001	0.86000001	was	thegoosethatlaidthegoldeneggs_11_1	3	[0.036614]	0
0.86000001	1.3099999	amazed	thegoosethatlaidthegoldeneggs_11_1	4	[0.14125, 1.3]	1
1.3099999	1.6950001	too	thegoosethatlaidthegoldeneggs_11_1	5	[0.650353]	1
1.6950001	0	0	thegoosethatlaidthegoldeneggs_11_1	6		0
0	0	0	thegoosethatlaidthegoldeneggs_11_3	0		0
0	0.059999999	0	thegoosethatlaidthegoldeneggs_11_3	1		0
0.059999999	0.215	He	thegoosethatlaidthegoldeneggs_11_3	2	[0.7871779999999999]	1
0.215	0.565	wanted	thegoosethatlaidthegoldeneggs_11_3	3	[0.223839, 0.303584]	1
0.565	0.63999999	to	thegoosethatlaidthegoldeneggs_11_3	4	[0.042892]	0
0.63999999	0.995	buy	thegoosethatlaidthegoldeneggs_11_3	5	[1.122286]	1
0.995	1.1799999	the	thegoosethatlaidthegoldeneggs_11_3	6	[0.268566]	0
1.1799999	1.46	egg	thegoosethatlaidthegoldeneggs_11_3	7	[0.383604]	1
1.46	0	0	thegoosethatlaidthegoldeneggs_11_3	8		0
0	0.025	0	thegoosethatlaidthegoldeneggs_11_7	0		0
0.025	0.315	Tom	thegoosethatlaidthegoldeneggs_11_7	1	[0.936518]	1
0.315	0.52999997	had	thegoosethatlaidthegoldeneggs_11_7	2	[0.029001]	0
0.52999997	0.92000002	never	thegoosethatlaidthegoldeneggs_11_7	3	[1.269946, 0.267909]	1
0.92000002	1.35	seen	thegoosethatlaidthegoldeneggs_11_7	4	[0.777135]	1
1.35	1.605	so	thegoosethatlaidthegoldeneggs_11_7	5	[0.509411]	1
1.605	1.91	much	thegoosethatlaidthegoldeneggs_11_7	6	[0.27760100000000004]	0
1.91	1.92	0	thegoosethatlaidthegoldeneggs_11_7	7		0
1.92	2.2950001	money	thegoosethatlaidthegoldeneggs_11_7	8	[0.118153, 0.21697600000000006]	1
2.2950001	0	0	thegoosethatlaidthegoldeneggs_11_7	9		0
0	0	0	thegoosethatlaidthegoldeneggs_12_1	0		0
0	0.1	0	thegoosethatlaidthegoldeneggs_12_1	1		0
0.1	0.20999999	He	thegoosethatlaidthegoldeneggs_12_1	2	[0.370589]	0
0.20999999	0.53500003	bought	thegoosethatlaidthegoldeneggs_12_1	3	[1.18952]	1
0.53500003	0.57499999	a	thegoosethatlaidthegoldeneggs_12_1	4	[0.06872]	0
0.57499999	0.875	new	thegoosethatlaidthegoldeneggs_12_1	5	[0.5701729999999999]	1
0.875	1.2	dress	thegoosethatlaidthegoldeneggs_12_1	6	[0.572601]	1
1.2	1.215	0	thegoosethatlaidthegoldeneggs_12_1	7		0
1.215	1.335	for	thegoosethatlaidthegoldeneggs_12_1	8	[0.309639]	0
1.335	1.74	Elena	thegoosethatlaidthegoldeneggs_12_1	9	[0.466608, 0.200991, 0.162675]	1
1.74	0	0	thegoosethatlaidthegoldeneggs_12_1	10		0
0	0	0	thegoosethatlaidthegoldeneggs_12_3	0		0
0	0.090000004	0	thegoosethatlaidthegoldeneggs_12_3	1		0
0.090000004	0.36000001	Then	thegoosethatlaidthegoldeneggs_12_3	2	[1.3]	1
0.36000001	0.47999999	he	thegoosethatlaidthegoldeneggs_12_3	3	[0.193244]	0
0.47999999	0.78500003	went	thegoosethatlaidthegoldeneggs_12_3	4	[0.662941]	1
0.78500003	1.115	home	thegoosethatlaidthegoldeneggs_12_3	5	[0.364823]	0
1.115	0	0	thegoosethatlaidthegoldeneggs_12_3	6		0
0	0.02	0	thegoosethatlaidthegoldeneggs_13_1	0		0
0.02	0.28999999	That	thegoosethatlaidthegoldeneggs_13_1	1	[0.939597]	1
0.28999999	0.73500001	evening	thegoosethatlaidthegoldeneggs_13_1	2	[0.77245, 0.225319]	1
0.73500001	0	0	thegoosethatlaidthegoldeneggs_13_1	3		0
0	1.005	0	thegoosethatlaidthegoldeneggs_13_1	4		0
1.005	1.375	Tom	thegoosethatlaidthegoldeneggs_13_1	5	[0.662185]	1
1.375	1.585	gave	thegoosethatlaidthegoldeneggs_13_1	6	[0.828468]	1
1.585	1.925	Elena	thegoosethatlaidthegoldeneggs_13_1	7	[0.5635399999999999, 0.131953, 0.219295]	1
1.925	2.095	her	thegoosethatlaidthegoldeneggs_13_1	8	[0.080948]	0
2.095	2.3699999	new	thegoosethatlaidthegoldeneggs_13_1	9	[0.454645]	1
2.3699999	2.8299999	dress	thegoosethatlaidthegoldeneggs_13_1	10	[0.172497]	0
2.8299999	0	0	thegoosethatlaidthegoldeneggs_13_1	11		0
0	0.025	0	thegoosethatlaidthegoldeneggs_13_3	0		0
0.025	0.19499999	She	thegoosethatlaidthegoldeneggs_13_3	1	[0.447302]	0
0.19499999	0.60500002	wasn't	thegoosethatlaidthegoldeneggs_13_3	2	[1.29999]	1
0.60500002	1.09	happy	thegoosethatlaidthegoldeneggs_13_3	3	[0.847086, 0.729225]	1
1.09	0	0	thegoosethatlaidthegoldeneggs_13_3	4		0
0	0.045000002	0	thegoosethatlaidthegoldeneggs_14_1	0		0
0.045000002	0.28999999	Tom	thegoosethatlaidthegoldeneggs_14_1	1	[1.2999969999999998]	1
0.28999999	0.80500001	thought	thegoosethatlaidthegoldeneggs_14_1	2	[0.926494]	1
0.80500001	0	0	thegoosethatlaidthegoldeneggs_14_1	3		0
0	0.015	0	thegoosethatlaidthegoldeneggs_14_3	0		0
0.015	0.45500001	Maybe	thegoosethatlaidthegoldeneggs_14_3	1	[1.3, 0.343158]	1
0.45500001	0.76499999	Elena	thegoosethatlaidthegoldeneggs_14_3	2	[0.5918220000000001, 0.27015900000000004, 0.125764]	1
0.76499999	0.92000002	was	thegoosethatlaidthegoldeneggs_14_3	3	[0.051614]	0
0.92000002	1.45	right	thegoosethatlaidthegoldeneggs_14_3	4	[0.670412]	1
1.45	0	0	thegoosethatlaidthegoldeneggs_14_3	5		0
0	0.029999999	0	thegoosethatlaidthegoldeneggs_14_5	0		0
0.029999999	0.48500001	Maybe	thegoosethatlaidthegoldeneggs_14_5	1	[1.090919, 0.49247]	1
0.48500001	0.61500001	he	thegoosethatlaidthegoldeneggs_14_5	2	[0.212399]	0
0.61500001	0.80500001	should	thegoosethatlaidthegoldeneggs_14_5	3	[0.227054]	0
0.80500001	0.89499998	have	thegoosethatlaidthegoldeneggs_14_5	4	[0.04017]	0
0.89499998	1.325	saved	thegoosethatlaidthegoldeneggs_14_5	5	[1.210149]	1
1.325	1.415	0	thegoosethatlaidthegoldeneggs_14_5	6		0
1.415	1.47	the	thegoosethatlaidthegoldeneggs_14_5	7	[0.020315]	0
1.47	1.91	money	thegoosethatlaidthegoldeneggs_14_5	8	[0.020315, 0.113227, 0.135402]	1
1.91	0	0	thegoosethatlaidthegoldeneggs_14_5	9		0
0	0.02	0	thegoosethatlaidthegoldeneggs_14_7	0		0
0.02	0.2	But	thegoosethatlaidthegoldeneggs_14_7	1	[0.07901799999999999]	0
0.2	0.31	it	thegoosethatlaidthegoldeneggs_14_7	2	[0.198976]	1
0.31	0.48500001	was	thegoosethatlaidthegoldeneggs_14_7	3	[0.107315]	0
0.48500001	0.80000001	too	thegoosethatlaidthegoldeneggs_14_7	4	[1.299956]	1
0.80000001	1.225	late	thegoosethatlaidthegoldeneggs_14_7	5	[0.620243]	0
1.225	0	0	thegoosethatlaidthegoldeneggs_14_7	6		0
0	0	0	thegoosethatlaidthegoldeneggs_14_9	0		0
0	0.085000001	0	thegoosethatlaidthegoldeneggs_14_9	1		0
0.085000001	0.18000001	He	thegoosethatlaidthegoldeneggs_14_9	2	[0.11316500000000003]	0
0.18000001	0.33000001	had	thegoosethatlaidthegoldeneggs_14_9	3	[0.098123]	0
0.33000001	0.79500002	spent	thegoosethatlaidthegoldeneggs_14_9	4	[1.294032]	1
0.79500002	0.935	0	thegoosethatlaidthegoldeneggs_14_9	5		0
0.935	1.1	all	thegoosethatlaidthegoldeneggs_14_9	6	[0.456462, 0.015837999999999998]	1
1.1	1.245	of	thegoosethatlaidthegoldeneggs_14_9	7	[0.015837999999999998]	0
1.245	1.5700001	it	thegoosethatlaidthegoldeneggs_14_9	8	[0.179086]	1
1.5700001	0	0	thegoosethatlaidthegoldeneggs_14_9	9		0
0	0.055	0	thegoosethatlaidthegoldeneggs_15_1	0		0
0.055	0.41499999	Then	thegoosethatlaidthegoldeneggs_15_1	1	[1.206412]	1
0.41499999	0	0	thegoosethatlaidthegoldeneggs_15_1	2		0
0	0.62	0	thegoosethatlaidthegoldeneggs_15_1	3		0
0.62	0.72500002	the	thegoosethatlaidthegoldeneggs_15_1	4	[0.104415]	0
0.72500002	1.09	next	thegoosethatlaidthegoldeneggs_15_1	5	[0.678755]	1
1.09	1.1	0	thegoosethatlaidthegoldeneggs_15_1	6		0
1.1	1.5650001	morning	thegoosethatlaidthegoldeneggs_15_1	7	[0.156443, 0.233079]	1
1.5650001	0	0	thegoosethatlaidthegoldeneggs_15_1	8		0
0	1.84	0	thegoosethatlaidthegoldeneggs_15_1	9		0
1.84	1.9400001	he	thegoosethatlaidthegoldeneggs_15_1	10	[0.21074]	0
1.9400001	2.2049999	found	thegoosethatlaidthegoldeneggs_15_1	11	[0.750654]	1
2.2049999	2.6099999	another	thegoosethatlaidthegoldeneggs_15_1	12	[0.628833, 1.2316049999999998, 0.441515]	1
2.6099999	2.9849999	golden	thegoosethatlaidthegoldeneggs_15_1	13	[0.034759]	0
2.9849999	3.24	egg	thegoosethatlaidthegoldeneggs_15_1	14	[0.159466]	1
3.24	0	0	thegoosethatlaidthegoldeneggs_15_1	15		0
0	0	0	thegoosethatlaidthegoldeneggs_16_1	0		0
0	0.16500001	0	thegoosethatlaidthegoldeneggs_16_1	1		0
0.16500001	0.30500001	And	thegoosethatlaidthegoldeneggs_16_1	2	[0.087514]	0
0.30500001	0.375	the	thegoosethatlaidthegoldeneggs_16_1	3	[0.199234]	0
0.375	0.76999998	next	thegoosethatlaidthegoldeneggs_16_1	4	[0.9]	1
0.76999998	0.77499998	0	thegoosethatlaidthegoldeneggs_16_1	5		0
0.77499998	1.24	morning	thegoosethatlaidthegoldeneggs_16_1	6	[0.281056, 0.116603]	0
1.24	0	0	thegoosethatlaidthegoldeneggs_16_1	7		0
0	0	0	thegoosethatlaidthegoldeneggs_16_1	8		0
0	1.48	0	thegoosethatlaidthegoldeneggs_16_1	9		0
1.48	1.58	he	thegoosethatlaidthegoldeneggs_16_1	10	[0.30101]	0
1.58	1.9450001	found	thegoosethatlaidthegoldeneggs_16_1	11	[1.014824]	1
1.9450001	2.3800001	another	thegoosethatlaidthegoldeneggs_16_1	12	[0.103633, 0.192858, 0.12932000000000002]	1
2.3800001	0	0	thegoosethatlaidthegoldeneggs_16_1	13		0
0	0.029999999	0	thegoosethatlaidthegoldeneggs_16_5	0		0
0.029999999	0.37	Every	thegoosethatlaidthegoldeneggs_16_5	1	[1.3, 0.278424]	1
0.37	0.75999999	day	thegoosethatlaidthegoldeneggs_16_5	2	[0.527896]	1
0.75999999	1.0549999	0	thegoosethatlaidthegoldeneggs_16_5	3		0
1.0549999	1.425	Tom	thegoosethatlaidthegoldeneggs_16_5	4	[0.450699]	1
1.425	1.8200001	sold	thegoosethatlaidthegoldeneggs_16_5	5	[0.07923200000000001]	0
1.8200001	1.865	a	thegoosethatlaidthegoldeneggs_16_5	6	[0.039867]	0
1.865	2.3	golden	thegoosethatlaidthegoldeneggs_16_5	7	[0.02997]	0
2.3	2.5999999	egg	thegoosethatlaidthegoldeneggs_16_5	8	[0.280334]	1
2.5999999	0	0	thegoosethatlaidthegoldeneggs_16_5	9		0
0	0	0	thegoosethatlaidthegoldeneggs_16_7	0		0
0	0.064999998	0	thegoosethatlaidthegoldeneggs_16_7	1		0
0.064999998	0.19	He	thegoosethatlaidthegoldeneggs_16_7	2	[0.226485]	0
0.19	0.42500001	bought	thegoosethatlaidthegoldeneggs_16_7	3	[0.720616]	1
0.42500001	0.63999999	new	thegoosethatlaidthegoldeneggs_16_7	4	[0.13738399999999998]	0
0.63999999	1.17	clothes	thegoosethatlaidthegoldeneggs_16_7	5	[1.278312]	1
1.17	1.1849999	0	thegoosethatlaidthegoldeneggs_16_7	6		0
1.1849999	1.26	for	thegoosethatlaidthegoldeneggs_16_7	7	[0.042464]	0
1.26	1.765	himself	thegoosethatlaidthegoldeneggs_16_7	8	[0.323804, 0.388049]	1
1.765	1.895	and	thegoosethatlaidthegoldeneggs_16_7	9	[0.046188]	0
1.895	2.365	Elena	thegoosethatlaidthegoldeneggs_16_7	10	[0.709425, 0.179944, 0.193258]	1
2.365	0	0	thegoosethatlaidthegoldeneggs_16_7	11		0
0	0	0	thegoosethatlaidthegoldeneggs_17_1	0		0
0	0.064999998	0	thegoosethatlaidthegoldeneggs_17_1	1		0
0.064999998	0.2	He	thegoosethatlaidthegoldeneggs_17_1	2	[1.298913]	1
0.2	0.465	built	thegoosethatlaidthegoldeneggs_17_1	3	[0.049337]	0
0.465	0.51499999	a	thegoosethatlaidthegoldeneggs_17_1	4	[0.07836699999999999]	0
0.51499999	0.88	bigger	thegoosethatlaidthegoldeneggs_17_1	5	[1.003405, 0.192459]	1
0.88	1.105	and	thegoosethatlaidthegoldeneggs_17_1	6	[0.332189]	0
1.105	1.115	0	thegoosethatlaidthegoldeneggs_17_1	7		0
1.115	1.48	better	thegoosethatlaidthegoldeneggs_17_1	8	[1.124564, 0.074558]	1
1.48	2.01	house	thegoosethatlaidthegoldeneggs_17_1	9	[1.291592]	1
2.01	0	0	thegoosethatlaidthegoldeneggs_17_1	10		0
0	0.035	0	thegoosethatlaidthegoldeneggs_18_1	0		0
0.035	0.14	They	thegoosethatlaidthegoldeneggs_18_1	1	[0.172745]	1
0.14	0.28999999	had	thegoosethatlaidthegoldeneggs_18_1	2	[0.07191900000000001]	0
0.28999999	0.34999999	a	thegoosethatlaidthegoldeneggs_18_1	3	[0.11635]	0
0.34999999	0.69	big	thegoosethatlaidthegoldeneggs_18_1	4	[0.7727510000000001]	0
0.69	1.215	garden	thegoosethatlaidthegoldeneggs_18_1	5	[1.222864]	1
1.215	0	0	thegoosethatlaidthegoldeneggs_18_1	6		0
0	0	0	thegoosethatlaidthegoldeneggs_18_1	7		0
0	1.525	0	thegoosethatlaidthegoldeneggs_18_1	8		0
1.525	1.66	and	thegoosethatlaidthegoldeneggs_18_1	9	[0.048946]	0
1.66	2.0999999	lots	thegoosethatlaidthegoldeneggs_18_1	10	[0.652993]	1
2.0999999	2.1849999	of	thegoosethatlaidthegoldeneggs_18_1	11	[0.106194]	0
2.1849999	2.9349999	servants	thegoosethatlaidthegoldeneggs_18_1	12	[0.792966]	1
2.9349999	0	0	thegoosethatlaidthegoldeneggs_18_1	13		0
0	0.035	0	thegoosethatlaidthegoldeneggs_18_3	0		0
0.035	0.31	Tom	thegoosethatlaidthegoldeneggs_18_3	1	[1.3]	1
0.31	0.47999999	and	thegoosethatlaidthegoldeneggs_18_3	2	[0.201366]	0
0.47999999	0.82499999	Elena	thegoosethatlaidthegoldeneggs_18_3	3	[0.553764, 0.300507, 0.499132]	1
0.82499999	1.11	were	thegoosethatlaidthegoldeneggs_18_3	4	[0.086244]	0
1.11	1.645	rich	thegoosethatlaidthegoldeneggs_18_3	5	[0.603738]	1
1.645	0	0	thegoosethatlaidthegoldeneggs_18_3	6		0
0	0.02	0	thegoosethatlaidthegoldeneggs_19_1	0		0
0.02	0.17	But	thegoosethatlaidthegoldeneggs_19_1	1	[0.27092]	0
0.17	0.69499999	Tom	thegoosethatlaidthegoldeneggs_19_1	2	[1.232212]	1
0.69499999	1.1	wanted	thegoosethatlaidthegoldeneggs_19_1	3	[0.559091, 0.085175]	1
1.1	1.535	more	thegoosethatlaidthegoldeneggs_19_1	4	[0.671484]	1
1.535	0	0	thegoosethatlaidthegoldeneggs_19_1	5		0
0	0	0	thegoosethatlaidthegoldeneggs_19_5	0		0
0	0.16500001	0	thegoosethatlaidthegoldeneggs_19_5	1		0
0.16500001	0.44	One	thegoosethatlaidthegoldeneggs_19_5	2	[0.980489]	1
0.44	0.77999997	golden	thegoosethatlaidthegoldeneggs_19_5	3	[0.034186]	0
0.77999997	0.935	egg	thegoosethatlaidthegoldeneggs_19_5	4	[0.231084]	1
0.935	0.94999999	0	thegoosethatlaidthegoldeneggs_19_5	5		0
0.94999999	0.995	a	thegoosethatlaidthegoldeneggs_19_5	6	[0.094738]	0
0.995	1.29	day	thegoosethatlaidthegoldeneggs_19_5	7	[0.905957]	1
1.29	1.72	wasn't	thegoosethatlaidthegoldeneggs_19_5	8	[0.562102]	0
1.72	2.2349999	enough	thegoosethatlaidthegoldeneggs_19_5	9	[0.113836, 1.109381]	1
2.2349999	0	0	thegoosethatlaidthegoldeneggs_19_5	10		0
0	0	0	thegoosethatlaidthegoldeneggs_19_7	0		0
0	0.075000003	0	thegoosethatlaidthegoldeneggs_19_7	1		0
0.075000003	0.215	He	thegoosethatlaidthegoldeneggs_19_7	2	[1.292259]	1
0.215	0.64499998	wanted	thegoosethatlaidthegoldeneggs_19_7	3	[0.133581, 0.569597]	1
0.64499998	1.165	lots	thegoosethatlaidthegoldeneggs_19_7	4	[0.9]	1
1.165	1.275	of	thegoosethatlaidthegoldeneggs_19_7	5	[0.159242]	0
1.275	1.285	0	thegoosethatlaidthegoldeneggs_19_7	6		0
1.285	1.725	gold	thegoosethatlaidthegoldeneggs_19_7	7	[0.030379000000000007]	0
1.725	0	0	thegoosethatlaidthegoldeneggs_19_7	8		0
0	0.055	0	thegoosethatlaidthegoldeneggs_20_5	0		0
0.055	0.17	They	thegoosethatlaidthegoldeneggs_20_5	1	[0.274449]	0
0.17	0.61000001	crept	thegoosethatlaidthegoldeneggs_20_5	2	[0.910043]	1
0.61000001	1.145	outside	thegoosethatlaidthegoldeneggs_20_5	3	[0.189493, 0.861992]	1
1.145	0	0	thegoosethatlaidthegoldeneggs_20_5	4		0
0	0.050000001	0	thegoosethatlaidthegoldeneggs_20_9	0		0
0.050000001	0.35499999	Elena	thegoosethatlaidthegoldeneggs_20_9	1	[0.316339, 0.5740850000000001, 0.160472]	1
0.35499999	0.72000003	grabbed	thegoosethatlaidthegoldeneggs_20_9	2	[1.042108]	1
0.72000003	0.76499999	0	thegoosethatlaidthegoldeneggs_20_9	3		0
0.76499999	0.85000002	the	thegoosethatlaidthegoldeneggs_20_9	4	[0.159372]	0
0.85000002	1.29	goose	thegoosethatlaidthegoldeneggs_20_9	5	[0.546932]	1
1.29	0	0	thegoosethatlaidthegoldeneggs_20_9	6		0
0	0.045000002	0	thegoosethatlaidthegoldeneggs_21_1	0		0
0.045000002	0.41499999	Then	thegoosethatlaidthegoldeneggs_21_1	1	[1.246196]	1
0.41499999	0.43000001	0	thegoosethatlaidthegoldeneggs_21_1	2		0
0.43000001	0.57499999	they	thegoosethatlaidthegoldeneggs_21_1	3	[0.6463270000000001]	0
0.57499999	0.83999997	cut	thegoosethatlaidthegoldeneggs_21_1	4	[0.944017]	1
0.83999997	0.90499997	the	thegoosethatlaidthegoldeneggs_21_1	5	[0.134639]	0
0.90499997	1.2	goose	thegoosethatlaidthegoldeneggs_21_1	6	[0.557094]	0
1.2	1.585	open	thegoosethatlaidthegoldeneggs_21_1	7	[0.903771, 0.066635]	1
1.585	0	0	thegoosethatlaidthegoldeneggs_21_1	8		0
0	0.039999999	0	thegoosethatlaidthegoldeneggs_21_11	0		0
0.039999999	0.175	They	thegoosethatlaidthegoldeneggs_21_11	1	[1.194524]	1
0.175	0.29499999	had	thegoosethatlaidthegoldeneggs_21_11	2	[0.03084]	0
0.29499999	0.51999998	been	thegoosethatlaidthegoldeneggs_21_11	3	[0.192136]	0
0.51999998	0.91000003	too	thegoosethatlaidthegoldeneggs_21_11	4	[1.3]	1
0.91000003	1.465	greedy	thegoosethatlaidthegoldeneggs_21_11	5	[0.35370300000000005, 0.390817]	1
1.465	0	0	thegoosethatlaidthegoldeneggs_21_11	6		0
0	0.029999999	0	thegoosethatlaidthegoldeneggs_21_13	0		0
0.029999999	0.41499999	Now	thegoosethatlaidthegoldeneggs_21_13	1	[1.3]	1
0.41499999	0.52499998	they	thegoosethatlaidthegoldeneggs_21_13	2	[0.017044999999999998]	0
0.52499998	0.72500002	had	thegoosethatlaidthegoldeneggs_21_13	3	[0.017044999999999998, 0.009294]	0
0.72500002	1.1799999	lost	thegoosethatlaidthegoldeneggs_21_13	4	[0.465873]	1
1.1799999	1.36	0	thegoosethatlaidthegoldeneggs_21_13	5		0
1.36	1.91	everything	thegoosethatlaidthegoldeneggs_21_13	6	[0.207025, 0.010874, 0.024182]	1
1.91	0	0	thegoosethatlaidthegoldeneggs_21_13	7		0
0	0.015	0	thegoosethatlaidthegoldeneggs_21_3	0		0
0.015	0.145	But	thegoosethatlaidthegoldeneggs_21_3	1	[0.124212]	0
